2022-07-23 19:58:17 - eval: epoch: 077, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.328%, stu_acc5: 90.074%, stu_test_loss: 1.1558
2022-07-23 19:58:17 - until epoch: 077, tea_best_acc1: 73.728%, stu_best_acc1: 71.394%
2022-07-23 19:58:17 - epoch 078 lr: 0.001000
2022-07-23 19:58:54 - train: epoch 0078, iter [00100, 05004], lr: 0.001000, loss: 1.6857, stu_CELoss: 1.2161, KDLoss: 0.4696, 
2022-07-23 21:35:37 - train: epoch 0081, iter [01400, 05004], lr: 0.001000, loss: 1.4234, stu_CELoss: 1.0637, KDLoss: 0.3597, 
2022-07-23 21:36:10 - train: epoch 0081, iter [01500, 05004], lr: 0.001000, loss: 1.7746, stu_CELoss: 1.3516, KDLoss: 0.4230, 
2022-07-23 21:36:44 - train: epoch 0081, iter [01600, 05004], lr: 0.001000, loss: 1.3792, stu_CELoss: 1.0237, KDLoss: 0.3555, 
2022-07-23 21:37:16 - train: epoch 0081, iter [01700, 05004], lr: 0.001000, loss: 1.5706, stu_CELoss: 1.2123, KDLoss: 0.3583, 
2022-07-23 21:37:50 - train: epoch 0081, iter [01800, 05004], lr: 0.001000, loss: 1.6183, stu_CELoss: 1.1616, KDLoss: 0.4567, 
2022-07-23 21:38:23 - train: epoch 0081, iter [01900, 05004], lr: 0.001000, loss: 1.5577, stu_CELoss: 1.1557, KDLoss: 0.4020, 
2022-07-23 21:38:55 - train: epoch 0081, iter [02000, 05004], lr: 0.001000, loss: 1.7126, stu_CELoss: 1.2972, KDLoss: 0.4154, 
2022-07-23 21:39:28 - train: epoch 0081, iter [02100, 05004], lr: 0.001000, loss: 1.7037, stu_CELoss: 1.2989, KDLoss: 0.4048, 
2022-07-23 21:40:01 - train: epoch 0081, iter [02200, 05004], lr: 0.001000, loss: 1.6202, stu_CELoss: 1.2032, KDLoss: 0.4170, 
2022-07-23 21:40:32 - train: epoch 0081, iter [02300, 05004], lr: 0.001000, loss: 1.5375, stu_CELoss: 1.1272, KDLoss: 0.4104, 
2022-07-23 21:41:06 - train: epoch 0081, iter [02400, 05004], lr: 0.001000, loss: 1.4991, stu_CELoss: 1.0994, KDLoss: 0.3997, 
2022-07-23 21:41:38 - train: epoch 0081, iter [02500, 05004], lr: 0.001000, loss: 1.7658, stu_CELoss: 1.3643, KDLoss: 0.4015, 
2022-07-23 21:42:12 - train: epoch 0081, iter [02600, 05004], lr: 0.001000, loss: 1.5594, stu_CELoss: 1.1496, KDLoss: 0.4098, 
2022-07-23 21:42:44 - train: epoch 0081, iter [02700, 05004], lr: 0.001000, loss: 1.6150, stu_CELoss: 1.1989, KDLoss: 0.4161, 
2022-07-23 21:43:17 - train: epoch 0081, iter [02800, 05004], lr: 0.001000, loss: 1.4356, stu_CELoss: 1.0817, KDLoss: 0.3539, 
2022-07-23 21:43:51 - train: epoch 0081, iter [02900, 05004], lr: 0.001000, loss: 1.5854, stu_CELoss: 1.2247, KDLoss: 0.3608, 
2022-07-23 21:44:22 - train: epoch 0081, iter [03000, 05004], lr: 0.001000, loss: 1.4930, stu_CELoss: 1.1411, KDLoss: 0.3519, 
2022-07-23 21:44:55 - train: epoch 0081, iter [03100, 05004], lr: 0.001000, loss: 1.4574, stu_CELoss: 1.1010, KDLoss: 0.3564, 
2022-07-23 21:45:27 - train: epoch 0081, iter [03200, 05004], lr: 0.001000, loss: 1.5616, stu_CELoss: 1.1194, KDLoss: 0.4422, 
2022-07-23 21:46:01 - train: epoch 0081, iter [03300, 05004], lr: 0.001000, loss: 1.5617, stu_CELoss: 1.1351, KDLoss: 0.4266, 
2022-07-23 21:46:34 - train: epoch 0081, iter [03400, 05004], lr: 0.001000, loss: 1.8403, stu_CELoss: 1.4198, KDLoss: 0.4204, 
2022-07-23 21:47:07 - train: epoch 0081, iter [03500, 05004], lr: 0.001000, loss: 1.6430, stu_CELoss: 1.2565, KDLoss: 0.3866, 
2022-07-23 21:47:40 - train: epoch 0081, iter [03600, 05004], lr: 0.001000, loss: 1.4661, stu_CELoss: 1.1070, KDLoss: 0.3591, 
2022-07-23 21:48:13 - train: epoch 0081, iter [03700, 05004], lr: 0.001000, loss: 1.7863, stu_CELoss: 1.3710, KDLoss: 0.4153, 
2022-07-23 21:48:45 - train: epoch 0081, iter [03800, 05004], lr: 0.001000, loss: 1.5551, stu_CELoss: 1.1695, KDLoss: 0.3855, 
2022-07-23 21:49:18 - train: epoch 0081, iter [03900, 05004], lr: 0.001000, loss: 1.8279, stu_CELoss: 1.3605, KDLoss: 0.4674, 
2022-07-23 21:49:51 - train: epoch 0081, iter [04000, 05004], lr: 0.001000, loss: 1.4556, stu_CELoss: 1.0751, KDLoss: 0.3806, 
2022-07-23 21:50:23 - train: epoch 0081, iter [04100, 05004], lr: 0.001000, loss: 1.5330, stu_CELoss: 1.1532, KDLoss: 0.3798, 
2022-07-23 21:50:58 - train: epoch 0081, iter [04200, 05004], lr: 0.001000, loss: 1.6354, stu_CELoss: 1.2263, KDLoss: 0.4091, 
2022-07-23 21:51:29 - train: epoch 0081, iter [04300, 05004], lr: 0.001000, loss: 1.7181, stu_CELoss: 1.3104, KDLoss: 0.4078, 
2022-07-23 21:52:02 - train: epoch 0081, iter [04400, 05004], lr: 0.001000, loss: 1.7550, stu_CELoss: 1.3009, KDLoss: 0.4541, 
2022-07-23 21:52:34 - train: epoch 0081, iter [04500, 05004], lr: 0.001000, loss: 1.6708, stu_CELoss: 1.2365, KDLoss: 0.4344, 
2022-07-23 21:53:08 - train: epoch 0081, iter [04600, 05004], lr: 0.001000, loss: 1.7186, stu_CELoss: 1.3288, KDLoss: 0.3898, 
2022-07-23 21:53:41 - train: epoch 0081, iter [04700, 05004], lr: 0.001000, loss: 1.5815, stu_CELoss: 1.1908, KDLoss: 0.3907, 
2022-07-23 21:54:13 - train: epoch 0081, iter [04800, 05004], lr: 0.001000, loss: 1.7304, stu_CELoss: 1.2684, KDLoss: 0.4620, 
2022-07-23 21:54:46 - train: epoch 0081, iter [04900, 05004], lr: 0.001000, loss: 1.5420, stu_CELoss: 1.1807, KDLoss: 0.3613, 
2022-07-23 21:55:17 - train: epoch 0081, iter [05000, 05004], lr: 0.001000, loss: 1.5017, stu_CELoss: 1.1158, KDLoss: 0.3860, 
2022-07-23 21:55:18 - train: epoch 081, train_loss: 1.6462
2022-07-23 21:57:45 - eval: epoch: 081, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.426%, stu_acc5: 90.166%, stu_test_loss: 1.1543
2022-07-23 21:57:45 - until epoch: 081, tea_best_acc1: 73.728%, stu_best_acc1: 71.582%
2022-07-23 21:57:45 - epoch 082 lr: 0.001000
2022-07-23 21:58:23 - train: epoch 0082, iter [00100, 05004], lr: 0.001000, loss: 1.5521, stu_CELoss: 1.1621, KDLoss: 0.3899, 
2022-07-23 21:58:56 - train: epoch 0082, iter [00200, 05004], lr: 0.001000, loss: 1.5434, stu_CELoss: 1.1349, KDLoss: 0.4086, 
2022-07-23 21:59:28 - train: epoch 0082, iter [00300, 05004], lr: 0.001000, loss: 1.7087, stu_CELoss: 1.2623, KDLoss: 0.4464, 
2022-07-23 22:00:01 - train: epoch 0082, iter [00400, 05004], lr: 0.001000, loss: 1.5088, stu_CELoss: 1.1319, KDLoss: 0.3769, 
2022-07-23 22:00:34 - train: epoch 0082, iter [00500, 05004], lr: 0.001000, loss: 1.9321, stu_CELoss: 1.4741, KDLoss: 0.4581, 
2022-07-23 22:01:06 - train: epoch 0082, iter [00600, 05004], lr: 0.001000, loss: 1.6203, stu_CELoss: 1.2130, KDLoss: 0.4073, 
2022-07-23 22:01:40 - train: epoch 0082, iter [00700, 05004], lr: 0.001000, loss: 1.6514, stu_CELoss: 1.2442, KDLoss: 0.4072, 
2022-07-23 22:02:11 - train: epoch 0082, iter [00800, 05004], lr: 0.001000, loss: 1.5536, stu_CELoss: 1.1646, KDLoss: 0.3889, 
2022-07-23 22:02:45 - train: epoch 0082, iter [00900, 05004], lr: 0.001000, loss: 1.7750, stu_CELoss: 1.3375, KDLoss: 0.4375, 
2022-07-23 22:03:17 - train: epoch 0082, iter [01000, 05004], lr: 0.001000, loss: 1.5236, stu_CELoss: 1.0976, KDLoss: 0.4260, 
2022-07-23 22:03:50 - train: epoch 0082, iter [01100, 05004], lr: 0.001000, loss: 1.8183, stu_CELoss: 1.3636, KDLoss: 0.4547, 
2022-07-23 22:04:23 - train: epoch 0082, iter [01200, 05004], lr: 0.001000, loss: 1.8616, stu_CELoss: 1.3859, KDLoss: 0.4757, 
2022-07-23 22:04:55 - train: epoch 0082, iter [01300, 05004], lr: 0.001000, loss: 1.7223, stu_CELoss: 1.2918, KDLoss: 0.4305, 
2022-07-23 22:05:29 - train: epoch 0082, iter [01400, 05004], lr: 0.001000, loss: 1.4988, stu_CELoss: 1.1129, KDLoss: 0.3859, 
2022-07-23 22:06:01 - train: epoch 0082, iter [01500, 05004], lr: 0.001000, loss: 1.5942, stu_CELoss: 1.1756, KDLoss: 0.4185, 
2022-07-23 22:06:34 - train: epoch 0082, iter [01600, 05004], lr: 0.001000, loss: 1.7507, stu_CELoss: 1.3297, KDLoss: 0.4210, 
2022-07-23 22:07:08 - train: epoch 0082, iter [01700, 05004], lr: 0.001000, loss: 1.5975, stu_CELoss: 1.1779, KDLoss: 0.4196, 
2022-07-23 22:07:39 - train: epoch 0082, iter [01800, 05004], lr: 0.001000, loss: 1.6556, stu_CELoss: 1.2572, KDLoss: 0.3984, 
2022-07-23 22:08:12 - train: epoch 0082, iter [01900, 05004], lr: 0.001000, loss: 1.6055, stu_CELoss: 1.2351, KDLoss: 0.3704, 
2022-07-23 22:08:45 - train: epoch 0082, iter [02000, 05004], lr: 0.001000, loss: 1.5625, stu_CELoss: 1.1423, KDLoss: 0.4202, 
2022-07-23 22:09:18 - train: epoch 0082, iter [02100, 05004], lr: 0.001000, loss: 1.7272, stu_CELoss: 1.3180, KDLoss: 0.4092, 
2022-07-23 22:09:50 - train: epoch 0082, iter [02200, 05004], lr: 0.001000, loss: 1.7586, stu_CELoss: 1.3242, KDLoss: 0.4344, 
2022-07-23 22:10:23 - train: epoch 0082, iter [02300, 05004], lr: 0.001000, loss: 1.6529, stu_CELoss: 1.2320, KDLoss: 0.4209, 
2022-07-23 22:10:55 - train: epoch 0082, iter [02400, 05004], lr: 0.001000, loss: 1.7445, stu_CELoss: 1.2953, KDLoss: 0.4492, 
2022-07-23 22:11:28 - train: epoch 0082, iter [02500, 05004], lr: 0.001000, loss: 1.3752, stu_CELoss: 1.0415, KDLoss: 0.3337, 
2022-07-23 22:12:00 - train: epoch 0082, iter [02600, 05004], lr: 0.001000, loss: 1.4946, stu_CELoss: 1.0709, KDLoss: 0.4237, 
2022-07-23 22:12:33 - train: epoch 0082, iter [02700, 05004], lr: 0.001000, loss: 1.4506, stu_CELoss: 1.0720, KDLoss: 0.3786, 
2022-07-23 22:13:06 - train: epoch 0082, iter [02800, 05004], lr: 0.001000, loss: 1.4245, stu_CELoss: 1.0624, KDLoss: 0.3620, 
2022-07-23 22:13:37 - train: epoch 0082, iter [02900, 05004], lr: 0.001000, loss: 1.3439, stu_CELoss: 0.9574, KDLoss: 0.3865, 
2022-07-23 22:14:10 - train: epoch 0082, iter [03000, 05004], lr: 0.001000, loss: 1.5780, stu_CELoss: 1.2006, KDLoss: 0.3773, 
2022-07-23 22:14:43 - train: epoch 0082, iter [03100, 05004], lr: 0.001000, loss: 1.6184, stu_CELoss: 1.2020, KDLoss: 0.4164, 
2022-07-23 22:15:15 - train: epoch 0082, iter [03200, 05004], lr: 0.001000, loss: 1.7239, stu_CELoss: 1.3016, KDLoss: 0.4223, 
2022-07-23 22:15:48 - train: epoch 0082, iter [03300, 05004], lr: 0.001000, loss: 1.5957, stu_CELoss: 1.1804, KDLoss: 0.4153, 
2022-07-23 22:16:21 - train: epoch 0082, iter [03400, 05004], lr: 0.001000, loss: 1.6049, stu_CELoss: 1.2134, KDLoss: 0.3915, 
2022-07-23 22:16:54 - train: epoch 0082, iter [03500, 05004], lr: 0.001000, loss: 1.7190, stu_CELoss: 1.3134, KDLoss: 0.4055, 
2022-07-23 22:17:26 - train: epoch 0082, iter [03600, 05004], lr: 0.001000, loss: 1.7421, stu_CELoss: 1.3055, KDLoss: 0.4366, 
2022-07-23 22:17:59 - train: epoch 0082, iter [03700, 05004], lr: 0.001000, loss: 1.7500, stu_CELoss: 1.3274, KDLoss: 0.4226, 
2022-07-23 22:18:32 - train: epoch 0082, iter [03800, 05004], lr: 0.001000, loss: 1.8489, stu_CELoss: 1.4379, KDLoss: 0.4110, 
2022-07-23 22:19:04 - train: epoch 0082, iter [03900, 05004], lr: 0.001000, loss: 1.6482, stu_CELoss: 1.2020, KDLoss: 0.4462, 
2022-07-23 22:19:37 - train: epoch 0082, iter [04000, 05004], lr: 0.001000, loss: 1.6037, stu_CELoss: 1.2511, KDLoss: 0.3527, 
2022-07-23 22:20:09 - train: epoch 0082, iter [04100, 05004], lr: 0.001000, loss: 1.7172, stu_CELoss: 1.2984, KDLoss: 0.4188, 
2022-07-23 22:20:43 - train: epoch 0082, iter [04200, 05004], lr: 0.001000, loss: 1.9152, stu_CELoss: 1.4851, KDLoss: 0.4301, 
2022-07-23 22:21:16 - train: epoch 0082, iter [04300, 05004], lr: 0.001000, loss: 1.5624, stu_CELoss: 1.1640, KDLoss: 0.3985, 
2022-07-23 22:21:49 - train: epoch 0082, iter [04400, 05004], lr: 0.001000, loss: 1.5481, stu_CELoss: 1.1918, KDLoss: 0.3563, 
2022-07-23 22:22:21 - train: epoch 0082, iter [04500, 05004], lr: 0.001000, loss: 1.5008, stu_CELoss: 1.0637, KDLoss: 0.4371, 
2022-07-23 22:22:53 - train: epoch 0082, iter [04600, 05004], lr: 0.001000, loss: 1.5865, stu_CELoss: 1.1993, KDLoss: 0.3872, 
2022-07-23 22:23:26 - train: epoch 0082, iter [04700, 05004], lr: 0.001000, loss: 1.6938, stu_CELoss: 1.2476, KDLoss: 0.4462, 
2022-07-23 22:23:59 - train: epoch 0082, iter [04800, 05004], lr: 0.001000, loss: 1.6717, stu_CELoss: 1.2548, KDLoss: 0.4169, 
2022-07-23 22:24:32 - train: epoch 0082, iter [04900, 05004], lr: 0.001000, loss: 1.5995, stu_CELoss: 1.2375, KDLoss: 0.3619, 
2022-07-23 22:25:03 - train: epoch 0082, iter [05000, 05004], lr: 0.001000, loss: 1.6925, stu_CELoss: 1.2683, KDLoss: 0.4242, 
2022-07-23 22:25:04 - train: epoch 082, train_loss: 1.6444
2022-07-23 22:27:31 - eval: epoch: 082, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.454%, stu_acc5: 90.178%, stu_test_loss: 1.1501
2022-07-23 22:27:31 - until epoch: 082, tea_best_acc1: 73.728%, stu_best_acc1: 71.582%
2022-07-23 22:27:31 - epoch 083 lr: 0.001000
2022-07-23 22:28:09 - train: epoch 0083, iter [00100, 05004], lr: 0.001000, loss: 1.3511, stu_CELoss: 0.9560, KDLoss: 0.3950, 
2022-07-23 22:28:43 - train: epoch 0083, iter [00200, 05004], lr: 0.001000, loss: 1.4336, stu_CELoss: 1.0501, KDLoss: 0.3835, 
2022-07-23 22:29:16 - train: epoch 0083, iter [00300, 05004], lr: 0.001000, loss: 1.6374, stu_CELoss: 1.2350, KDLoss: 0.4023, 
2022-07-23 22:29:49 - train: epoch 0083, iter [00400, 05004], lr: 0.001000, loss: 1.7010, stu_CELoss: 1.2472, KDLoss: 0.4538, 
2022-07-23 22:30:23 - train: epoch 0083, iter [00500, 05004], lr: 0.001000, loss: 1.4923, stu_CELoss: 1.0708, KDLoss: 0.4214, 
2022-07-23 22:30:54 - train: epoch 0083, iter [00600, 05004], lr: 0.001000, loss: 1.4737, stu_CELoss: 1.0986, KDLoss: 0.3751, 
2022-07-23 22:31:28 - train: epoch 0083, iter [00700, 05004], lr: 0.001000, loss: 1.5070, stu_CELoss: 1.1002, KDLoss: 0.4067, 
2022-07-23 22:32:00 - train: epoch 0083, iter [00800, 05004], lr: 0.001000, loss: 1.6927, stu_CELoss: 1.3028, KDLoss: 0.3899, 
2022-07-23 22:32:32 - train: epoch 0083, iter [00900, 05004], lr: 0.001000, loss: 1.7957, stu_CELoss: 1.3397, KDLoss: 0.4561, 
2022-07-23 22:33:04 - train: epoch 0083, iter [01000, 05004], lr: 0.001000, loss: 1.8797, stu_CELoss: 1.4267, KDLoss: 0.4530, 
2022-07-23 22:33:38 - train: epoch 0083, iter [01100, 05004], lr: 0.001000, loss: 1.5673, stu_CELoss: 1.1330, KDLoss: 0.4343, 
2022-07-23 22:34:09 - train: epoch 0083, iter [01200, 05004], lr: 0.001000, loss: 1.6423, stu_CELoss: 1.2341, KDLoss: 0.4083, 
2022-07-23 22:34:43 - train: epoch 0083, iter [01300, 05004], lr: 0.001000, loss: 1.7256, stu_CELoss: 1.3114, KDLoss: 0.4142, 
2022-07-23 22:35:15 - train: epoch 0083, iter [01400, 05004], lr: 0.001000, loss: 1.6621, stu_CELoss: 1.2467, KDLoss: 0.4154, 
2022-07-23 22:35:47 - train: epoch 0083, iter [01500, 05004], lr: 0.001000, loss: 1.5367, stu_CELoss: 1.1449, KDLoss: 0.3918, 
2022-07-23 22:36:20 - train: epoch 0083, iter [01600, 05004], lr: 0.001000, loss: 1.6674, stu_CELoss: 1.2274, KDLoss: 0.4400, 
2022-07-23 22:36:52 - train: epoch 0083, iter [01700, 05004], lr: 0.001000, loss: 1.6909, stu_CELoss: 1.2434, KDLoss: 0.4475, 
2022-07-23 22:37:26 - train: epoch 0083, iter [01800, 05004], lr: 0.001000, loss: 1.7910, stu_CELoss: 1.3903, KDLoss: 0.4007, 
2022-07-23 22:37:58 - train: epoch 0083, iter [01900, 05004], lr: 0.001000, loss: 1.5855, stu_CELoss: 1.1893, KDLoss: 0.3962, 
2022-07-23 22:38:31 - train: epoch 0083, iter [02000, 05004], lr: 0.001000, loss: 1.5994, stu_CELoss: 1.1967, KDLoss: 0.4027, 
2022-07-23 22:39:03 - train: epoch 0083, iter [02100, 05004], lr: 0.001000, loss: 1.5368, stu_CELoss: 1.1575, KDLoss: 0.3793, 
2022-07-23 22:39:36 - train: epoch 0083, iter [02200, 05004], lr: 0.001000, loss: 1.5073, stu_CELoss: 1.1293, KDLoss: 0.3779, 
2022-07-23 22:40:08 - train: epoch 0083, iter [02300, 05004], lr: 0.001000, loss: 1.6587, stu_CELoss: 1.2384, KDLoss: 0.4203, 
2022-07-23 22:40:40 - train: epoch 0083, iter [02400, 05004], lr: 0.001000, loss: 1.3083, stu_CELoss: 0.9596, KDLoss: 0.3486, 
2022-07-23 22:41:13 - train: epoch 0083, iter [02500, 05004], lr: 0.001000, loss: 1.4399, stu_CELoss: 1.0734, KDLoss: 0.3664, 
2022-07-23 22:41:46 - train: epoch 0083, iter [02600, 05004], lr: 0.001000, loss: 1.8710, stu_CELoss: 1.4127, KDLoss: 0.4583, 
2022-07-23 22:42:19 - train: epoch 0083, iter [02700, 05004], lr: 0.001000, loss: 1.4585, stu_CELoss: 1.1194, KDLoss: 0.3391, 
2022-07-23 22:42:52 - train: epoch 0083, iter [02800, 05004], lr: 0.001000, loss: 1.5529, stu_CELoss: 1.1435, KDLoss: 0.4094, 
2022-07-23 22:43:25 - train: epoch 0083, iter [02900, 05004], lr: 0.001000, loss: 1.4715, stu_CELoss: 1.0706, KDLoss: 0.4009, 
2022-07-23 22:43:57 - train: epoch 0083, iter [03000, 05004], lr: 0.001000, loss: 1.7719, stu_CELoss: 1.3465, KDLoss: 0.4254, 
2022-07-23 22:44:30 - train: epoch 0083, iter [03100, 05004], lr: 0.001000, loss: 1.5278, stu_CELoss: 1.1097, KDLoss: 0.4181, 
2022-07-23 22:45:03 - train: epoch 0083, iter [03200, 05004], lr: 0.001000, loss: 1.6229, stu_CELoss: 1.1987, KDLoss: 0.4242, 
2022-07-23 22:45:35 - train: epoch 0083, iter [03300, 05004], lr: 0.001000, loss: 1.6482, stu_CELoss: 1.2401, KDLoss: 0.4081, 
2022-07-23 22:46:08 - train: epoch 0083, iter [03400, 05004], lr: 0.001000, loss: 1.5480, stu_CELoss: 1.1736, KDLoss: 0.3744, 
2022-07-23 22:46:42 - train: epoch 0083, iter [03500, 05004], lr: 0.001000, loss: 1.7439, stu_CELoss: 1.3509, KDLoss: 0.3930, 
2022-07-23 22:47:15 - train: epoch 0083, iter [03600, 05004], lr: 0.001000, loss: 1.6257, stu_CELoss: 1.2360, KDLoss: 0.3897, 
2022-07-23 22:47:48 - train: epoch 0083, iter [03700, 05004], lr: 0.001000, loss: 1.7461, stu_CELoss: 1.2888, KDLoss: 0.4573, 
2022-07-23 22:48:19 - train: epoch 0083, iter [03800, 05004], lr: 0.001000, loss: 1.5915, stu_CELoss: 1.2080, KDLoss: 0.3836, 
2022-07-23 22:48:53 - train: epoch 0083, iter [03900, 05004], lr: 0.001000, loss: 1.5947, stu_CELoss: 1.2001, KDLoss: 0.3946, 
2022-07-23 22:49:26 - train: epoch 0083, iter [04000, 05004], lr: 0.001000, loss: 1.9330, stu_CELoss: 1.4777, KDLoss: 0.4553, 
2022-07-23 22:50:00 - train: epoch 0083, iter [04100, 05004], lr: 0.001000, loss: 1.4144, stu_CELoss: 1.0251, KDLoss: 0.3893, 
2022-07-23 22:50:31 - train: epoch 0083, iter [04200, 05004], lr: 0.001000, loss: 1.8801, stu_CELoss: 1.4081, KDLoss: 0.4720, 
2022-07-23 22:51:04 - train: epoch 0083, iter [04300, 05004], lr: 0.001000, loss: 1.5154, stu_CELoss: 1.0942, KDLoss: 0.4212, 
2022-07-23 22:51:37 - train: epoch 0083, iter [04400, 05004], lr: 0.001000, loss: 1.7756, stu_CELoss: 1.3301, KDLoss: 0.4455, 
2022-07-23 22:52:10 - train: epoch 0083, iter [04500, 05004], lr: 0.001000, loss: 1.6007, stu_CELoss: 1.2018, KDLoss: 0.3989, 
2022-07-23 22:52:42 - train: epoch 0083, iter [04600, 05004], lr: 0.001000, loss: 1.6673, stu_CELoss: 1.2552, KDLoss: 0.4121, 
2022-07-23 22:53:15 - train: epoch 0083, iter [04700, 05004], lr: 0.001000, loss: 1.9042, stu_CELoss: 1.4560, KDLoss: 0.4482, 
2022-07-23 22:53:48 - train: epoch 0083, iter [04800, 05004], lr: 0.001000, loss: 1.6818, stu_CELoss: 1.2452, KDLoss: 0.4366, 
2022-07-23 22:54:21 - train: epoch 0083, iter [04900, 05004], lr: 0.001000, loss: 1.8331, stu_CELoss: 1.4044, KDLoss: 0.4287, 
2022-07-23 22:54:52 - train: epoch 0083, iter [05000, 05004], lr: 0.001000, loss: 1.5076, stu_CELoss: 1.1072, KDLoss: 0.4004, 
2022-07-23 22:54:53 - train: epoch 083, train_loss: 1.6412
2022-07-23 22:57:19 - eval: epoch: 083, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 71.578%, stu_acc5: 90.266%, stu_test_loss: 1.1491
2022-07-23 22:57:19 - until epoch: 083, tea_best_acc1: 73.728%, stu_best_acc1: 71.582%
2022-07-23 22:57:19 - epoch 084 lr: 0.001000
2022-07-23 22:57:57 - train: epoch 0084, iter [00100, 05004], lr: 0.001000, loss: 1.4573, stu_CELoss: 1.0819, KDLoss: 0.3755, 
2022-07-23 22:58:30 - train: epoch 0084, iter [00200, 05004], lr: 0.001000, loss: 1.5325, stu_CELoss: 1.1504, KDLoss: 0.3821, 
2022-07-23 22:59:02 - train: epoch 0084, iter [00300, 05004], lr: 0.001000, loss: 1.6391, stu_CELoss: 1.1791, KDLoss: 0.4600, 
2022-07-23 22:59:34 - train: epoch 0084, iter [00400, 05004], lr: 0.001000, loss: 1.6611, stu_CELoss: 1.2453, KDLoss: 0.4158, 
2022-07-23 23:00:07 - train: epoch 0084, iter [00500, 05004], lr: 0.001000, loss: 1.7815, stu_CELoss: 1.3774, KDLoss: 0.4041, 
2022-07-23 23:00:40 - train: epoch 0084, iter [00600, 05004], lr: 0.001000, loss: 1.9321, stu_CELoss: 1.4521, KDLoss: 0.4800, 
2022-07-23 23:01:12 - train: epoch 0084, iter [00700, 05004], lr: 0.001000, loss: 1.8198, stu_CELoss: 1.3444, KDLoss: 0.4754, 
2022-07-23 23:01:45 - train: epoch 0084, iter [00800, 05004], lr: 0.001000, loss: 1.7032, stu_CELoss: 1.3261, KDLoss: 0.3771, 
2022-07-23 23:02:18 - train: epoch 0084, iter [00900, 05004], lr: 0.001000, loss: 1.7586, stu_CELoss: 1.3575, KDLoss: 0.4011, 
2022-07-23 23:02:50 - train: epoch 0084, iter [01000, 05004], lr: 0.001000, loss: 1.5830, stu_CELoss: 1.1540, KDLoss: 0.4290, 
2022-07-23 23:03:22 - train: epoch 0084, iter [01100, 05004], lr: 0.001000, loss: 1.6354, stu_CELoss: 1.2387, KDLoss: 0.3967, 
2022-07-23 23:03:56 - train: epoch 0084, iter [01200, 05004], lr: 0.001000, loss: 1.9468, stu_CELoss: 1.5613, KDLoss: 0.3854, 
2022-07-23 23:04:29 - train: epoch 0084, iter [01300, 05004], lr: 0.001000, loss: 1.5957, stu_CELoss: 1.2054, KDLoss: 0.3903, 
2022-07-23 23:05:02 - train: epoch 0084, iter [01400, 05004], lr: 0.001000, loss: 1.6381, stu_CELoss: 1.2529, KDLoss: 0.3852, 
2022-07-23 23:05:34 - train: epoch 0084, iter [01500, 05004], lr: 0.001000, loss: 1.6911, stu_CELoss: 1.2806, KDLoss: 0.4105, 
2022-07-23 23:06:07 - train: epoch 0084, iter [01600, 05004], lr: 0.001000, loss: 1.5268, stu_CELoss: 1.0762, KDLoss: 0.4507, 
2022-07-23 23:06:40 - train: epoch 0084, iter [01700, 05004], lr: 0.001000, loss: 1.6258, stu_CELoss: 1.2120, KDLoss: 0.4137, 
2022-07-23 23:07:13 - train: epoch 0084, iter [01800, 05004], lr: 0.001000, loss: 1.7827, stu_CELoss: 1.3640, KDLoss: 0.4188, 
2022-07-23 23:07:46 - train: epoch 0084, iter [01900, 05004], lr: 0.001000, loss: 1.7059, stu_CELoss: 1.3051, KDLoss: 0.4007, 
2022-07-23 23:08:19 - train: epoch 0084, iter [02000, 05004], lr: 0.001000, loss: 1.3855, stu_CELoss: 1.0523, KDLoss: 0.3331, 
2022-07-23 23:08:50 - train: epoch 0084, iter [02100, 05004], lr: 0.001000, loss: 1.4049, stu_CELoss: 1.0422, KDLoss: 0.3628, 
2022-07-23 23:09:23 - train: epoch 0084, iter [02200, 05004], lr: 0.001000, loss: 1.5095, stu_CELoss: 1.1148, KDLoss: 0.3947, 
2022-07-23 23:09:57 - train: epoch 0084, iter [02300, 05004], lr: 0.001000, loss: 1.6271, stu_CELoss: 1.2150, KDLoss: 0.4120, 
2022-07-23 23:10:29 - train: epoch 0084, iter [02400, 05004], lr: 0.001000, loss: 1.3854, stu_CELoss: 0.9954, KDLoss: 0.3900, 
2022-07-23 23:11:03 - train: epoch 0084, iter [02500, 05004], lr: 0.001000, loss: 1.9487, stu_CELoss: 1.4726, KDLoss: 0.4761, 
2022-07-23 23:11:35 - train: epoch 0084, iter [02600, 05004], lr: 0.001000, loss: 1.5575, stu_CELoss: 1.1799, KDLoss: 0.3776, 
2022-07-23 23:12:07 - train: epoch 0084, iter [02700, 05004], lr: 0.001000, loss: 1.6600, stu_CELoss: 1.2010, KDLoss: 0.4590, 
2022-07-23 23:12:41 - train: epoch 0084, iter [02800, 05004], lr: 0.001000, loss: 1.5889, stu_CELoss: 1.2365, KDLoss: 0.3524, 
