2022-07-21 23:55:23 - eval: epoch: 094, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 72.134%, stu_acc5: 90.522%, stu_test_loss: 1.1261
2022-07-21 23:55:23 - until epoch: 094, tea_best_acc1: 73.728%, stu_best_acc1: 72.134%
2022-07-22 19:56:49 - epoch 095 lr: 0.000100
2022-07-22 19:57:29 - train: epoch 0095, iter [00100, 05004], lr: 0.000100, loss: 1.9173, stu_CELoss: 1.3958, DKDLoss: 0.5215, 
2022-07-22 21:32:42 - train: epoch 0098, iter [01200, 05004], lr: 0.000100, loss: 1.7039, stu_CELoss: 1.1769, DKDLoss: 0.5270, 
2022-07-22 21:33:15 - train: epoch 0098, iter [01300, 05004], lr: 0.000100, loss: 1.7824, stu_CELoss: 1.2384, DKDLoss: 0.5440, 
2022-07-22 21:33:47 - train: epoch 0098, iter [01400, 05004], lr: 0.000100, loss: 1.7661, stu_CELoss: 1.2548, DKDLoss: 0.5112, 
2022-07-22 21:34:21 - train: epoch 0098, iter [01500, 05004], lr: 0.000100, loss: 1.6455, stu_CELoss: 1.0855, DKDLoss: 0.5600, 
2022-07-22 21:34:53 - train: epoch 0098, iter [01600, 05004], lr: 0.000100, loss: 1.6400, stu_CELoss: 1.1072, DKDLoss: 0.5329, 
2022-07-22 21:35:26 - train: epoch 0098, iter [01700, 05004], lr: 0.000100, loss: 1.7041, stu_CELoss: 1.1916, DKDLoss: 0.5125, 
2022-07-22 21:35:59 - train: epoch 0098, iter [01800, 05004], lr: 0.000100, loss: 1.6607, stu_CELoss: 1.1839, DKDLoss: 0.4767, 
2022-07-22 21:36:33 - train: epoch 0098, iter [01900, 05004], lr: 0.000100, loss: 1.5410, stu_CELoss: 1.0164, DKDLoss: 0.5246, 
2022-07-22 21:37:05 - train: epoch 0098, iter [02000, 05004], lr: 0.000100, loss: 1.8606, stu_CELoss: 1.2821, DKDLoss: 0.5786, 
2022-07-22 21:37:38 - train: epoch 0098, iter [02100, 05004], lr: 0.000100, loss: 1.6999, stu_CELoss: 1.1824, DKDLoss: 0.5175, 
2022-07-22 21:38:11 - train: epoch 0098, iter [02200, 05004], lr: 0.000100, loss: 1.8415, stu_CELoss: 1.2709, DKDLoss: 0.5706, 
2022-07-22 21:38:44 - train: epoch 0098, iter [02300, 05004], lr: 0.000100, loss: 1.7595, stu_CELoss: 1.2615, DKDLoss: 0.4980, 
2022-07-22 21:39:17 - train: epoch 0098, iter [02400, 05004], lr: 0.000100, loss: 1.6848, stu_CELoss: 1.1329, DKDLoss: 0.5519, 
2022-07-22 21:39:49 - train: epoch 0098, iter [02500, 05004], lr: 0.000100, loss: 1.8336, stu_CELoss: 1.3058, DKDLoss: 0.5278, 
2022-07-22 21:40:22 - train: epoch 0098, iter [02600, 05004], lr: 0.000100, loss: 1.6536, stu_CELoss: 1.0693, DKDLoss: 0.5843, 
2022-07-22 21:40:55 - train: epoch 0098, iter [02700, 05004], lr: 0.000100, loss: 1.7036, stu_CELoss: 1.1745, DKDLoss: 0.5291, 
2022-07-22 21:41:27 - train: epoch 0098, iter [02800, 05004], lr: 0.000100, loss: 1.7245, stu_CELoss: 1.1920, DKDLoss: 0.5325, 
2022-07-22 21:42:01 - train: epoch 0098, iter [02900, 05004], lr: 0.000100, loss: 1.6672, stu_CELoss: 1.1647, DKDLoss: 0.5025, 
2022-07-22 21:42:34 - train: epoch 0098, iter [03000, 05004], lr: 0.000100, loss: 1.6790, stu_CELoss: 1.1239, DKDLoss: 0.5550, 
2022-07-22 21:43:06 - train: epoch 0098, iter [03100, 05004], lr: 0.000100, loss: 1.9375, stu_CELoss: 1.3673, DKDLoss: 0.5702, 
2022-07-22 21:43:40 - train: epoch 0098, iter [03200, 05004], lr: 0.000100, loss: 1.5018, stu_CELoss: 1.0042, DKDLoss: 0.4977, 
2022-07-22 21:44:12 - train: epoch 0098, iter [03300, 05004], lr: 0.000100, loss: 1.4976, stu_CELoss: 0.9790, DKDLoss: 0.5185, 
2022-07-22 21:44:43 - train: epoch 0098, iter [03400, 05004], lr: 0.000100, loss: 1.7476, stu_CELoss: 1.2034, DKDLoss: 0.5442, 
2022-07-22 21:45:17 - train: epoch 0098, iter [03500, 05004], lr: 0.000100, loss: 1.8297, stu_CELoss: 1.2922, DKDLoss: 0.5375, 
2022-07-22 21:45:49 - train: epoch 0098, iter [03600, 05004], lr: 0.000100, loss: 1.8158, stu_CELoss: 1.3599, DKDLoss: 0.4559, 
2022-07-22 21:46:23 - train: epoch 0098, iter [03700, 05004], lr: 0.000100, loss: 1.6262, stu_CELoss: 1.1595, DKDLoss: 0.4666, 
2022-07-22 21:46:55 - train: epoch 0098, iter [03800, 05004], lr: 0.000100, loss: 1.6023, stu_CELoss: 1.1011, DKDLoss: 0.5012, 
2022-07-22 21:47:29 - train: epoch 0098, iter [03900, 05004], lr: 0.000100, loss: 1.6941, stu_CELoss: 1.1987, DKDLoss: 0.4954, 
2022-07-22 21:48:01 - train: epoch 0098, iter [04000, 05004], lr: 0.000100, loss: 1.9633, stu_CELoss: 1.4666, DKDLoss: 0.4967, 
2022-07-22 21:48:35 - train: epoch 0098, iter [04100, 05004], lr: 0.000100, loss: 1.7122, stu_CELoss: 1.2005, DKDLoss: 0.5117, 
2022-07-22 21:49:07 - train: epoch 0098, iter [04200, 05004], lr: 0.000100, loss: 1.9165, stu_CELoss: 1.4117, DKDLoss: 0.5048, 
2022-07-22 21:49:41 - train: epoch 0098, iter [04300, 05004], lr: 0.000100, loss: 1.6174, stu_CELoss: 1.0894, DKDLoss: 0.5281, 
2022-07-22 21:50:13 - train: epoch 0098, iter [04400, 05004], lr: 0.000100, loss: 1.8998, stu_CELoss: 1.3485, DKDLoss: 0.5513, 
2022-07-22 21:50:46 - train: epoch 0098, iter [04500, 05004], lr: 0.000100, loss: 1.6911, stu_CELoss: 1.2008, DKDLoss: 0.4903, 
2022-07-22 21:51:20 - train: epoch 0098, iter [04600, 05004], lr: 0.000100, loss: 1.7857, stu_CELoss: 1.3099, DKDLoss: 0.4758, 
2022-07-22 21:51:51 - train: epoch 0098, iter [04700, 05004], lr: 0.000100, loss: 1.6670, stu_CELoss: 1.1258, DKDLoss: 0.5412, 
2022-07-22 21:52:24 - train: epoch 0098, iter [04800, 05004], lr: 0.000100, loss: 1.5914, stu_CELoss: 1.0133, DKDLoss: 0.5781, 
2022-07-22 21:52:57 - train: epoch 0098, iter [04900, 05004], lr: 0.000100, loss: 1.6609, stu_CELoss: 1.1581, DKDLoss: 0.5028, 
2022-07-22 21:53:28 - train: epoch 0098, iter [05000, 05004], lr: 0.000100, loss: 1.8448, stu_CELoss: 1.2946, DKDLoss: 0.5502, 
2022-07-22 21:53:29 - train: epoch 098, train_loss: 1.7032
2022-07-22 21:55:56 - eval: epoch: 098, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 72.124%, stu_acc5: 90.516%, stu_test_loss: 1.1257
2022-07-22 21:55:56 - until epoch: 098, tea_best_acc1: 73.728%, stu_best_acc1: 72.156%
2022-07-22 21:55:56 - epoch 099 lr: 0.000100
2022-07-22 21:56:35 - train: epoch 0099, iter [00100, 05004], lr: 0.000100, loss: 1.7039, stu_CELoss: 1.1596, DKDLoss: 0.5443, 
2022-07-22 21:57:08 - train: epoch 0099, iter [00200, 05004], lr: 0.000100, loss: 1.6818, stu_CELoss: 1.1447, DKDLoss: 0.5371, 
2022-07-22 21:57:40 - train: epoch 0099, iter [00300, 05004], lr: 0.000100, loss: 1.7395, stu_CELoss: 1.1571, DKDLoss: 0.5824, 
2022-07-22 21:58:13 - train: epoch 0099, iter [00400, 05004], lr: 0.000100, loss: 2.0021, stu_CELoss: 1.4146, DKDLoss: 0.5874, 
2022-07-22 21:58:45 - train: epoch 0099, iter [00500, 05004], lr: 0.000100, loss: 1.6614, stu_CELoss: 1.1756, DKDLoss: 0.4858, 
2022-07-22 21:59:18 - train: epoch 0099, iter [00600, 05004], lr: 0.000100, loss: 1.6826, stu_CELoss: 1.1618, DKDLoss: 0.5208, 
2022-07-22 21:59:49 - train: epoch 0099, iter [00700, 05004], lr: 0.000100, loss: 1.9424, stu_CELoss: 1.3721, DKDLoss: 0.5703, 
2022-07-22 22:00:22 - train: epoch 0099, iter [00800, 05004], lr: 0.000100, loss: 1.6187, stu_CELoss: 1.0713, DKDLoss: 0.5474, 
2022-07-22 22:00:54 - train: epoch 0099, iter [00900, 05004], lr: 0.000100, loss: 1.7533, stu_CELoss: 1.2465, DKDLoss: 0.5068, 
2022-07-22 22:01:26 - train: epoch 0099, iter [01000, 05004], lr: 0.000100, loss: 1.5755, stu_CELoss: 1.0341, DKDLoss: 0.5414, 
2022-07-22 22:01:58 - train: epoch 0099, iter [01100, 05004], lr: 0.000100, loss: 1.8987, stu_CELoss: 1.3375, DKDLoss: 0.5612, 
2022-07-22 22:02:31 - train: epoch 0099, iter [01200, 05004], lr: 0.000100, loss: 1.6693, stu_CELoss: 1.1396, DKDLoss: 0.5297, 
2022-07-22 22:03:03 - train: epoch 0099, iter [01300, 05004], lr: 0.000100, loss: 1.7659, stu_CELoss: 1.1510, DKDLoss: 0.6149, 
2022-07-22 22:03:35 - train: epoch 0099, iter [01400, 05004], lr: 0.000100, loss: 1.8374, stu_CELoss: 1.2865, DKDLoss: 0.5510, 
2022-07-22 22:04:07 - train: epoch 0099, iter [01500, 05004], lr: 0.000100, loss: 1.8578, stu_CELoss: 1.3078, DKDLoss: 0.5501, 
2022-07-22 22:04:40 - train: epoch 0099, iter [01600, 05004], lr: 0.000100, loss: 1.8019, stu_CELoss: 1.2885, DKDLoss: 0.5134, 
2022-07-22 22:05:12 - train: epoch 0099, iter [01700, 05004], lr: 0.000100, loss: 1.6807, stu_CELoss: 1.1194, DKDLoss: 0.5613, 
2022-07-22 22:05:44 - train: epoch 0099, iter [01800, 05004], lr: 0.000100, loss: 1.6354, stu_CELoss: 1.1401, DKDLoss: 0.4954, 
2022-07-22 22:06:18 - train: epoch 0099, iter [01900, 05004], lr: 0.000100, loss: 1.8988, stu_CELoss: 1.3704, DKDLoss: 0.5284, 
2022-07-22 22:06:51 - train: epoch 0099, iter [02000, 05004], lr: 0.000100, loss: 1.6554, stu_CELoss: 1.1527, DKDLoss: 0.5028, 
2022-07-22 22:07:23 - train: epoch 0099, iter [02100, 05004], lr: 0.000100, loss: 1.5258, stu_CELoss: 1.0088, DKDLoss: 0.5171, 
2022-07-22 22:07:56 - train: epoch 0099, iter [02200, 05004], lr: 0.000100, loss: 1.6830, stu_CELoss: 1.1431, DKDLoss: 0.5399, 
2022-07-22 22:08:28 - train: epoch 0099, iter [02300, 05004], lr: 0.000100, loss: 1.7207, stu_CELoss: 1.2241, DKDLoss: 0.4966, 
2022-07-22 22:09:01 - train: epoch 0099, iter [02400, 05004], lr: 0.000100, loss: 1.8517, stu_CELoss: 1.2712, DKDLoss: 0.5805, 
2022-07-22 22:09:34 - train: epoch 0099, iter [02500, 05004], lr: 0.000100, loss: 1.6429, stu_CELoss: 1.1534, DKDLoss: 0.4895, 
2022-07-22 22:10:06 - train: epoch 0099, iter [02600, 05004], lr: 0.000100, loss: 1.7167, stu_CELoss: 1.1864, DKDLoss: 0.5302, 
2022-07-22 22:10:39 - train: epoch 0099, iter [02700, 05004], lr: 0.000100, loss: 1.6818, stu_CELoss: 1.1522, DKDLoss: 0.5296, 
2022-07-22 22:11:12 - train: epoch 0099, iter [02800, 05004], lr: 0.000100, loss: 1.8010, stu_CELoss: 1.2774, DKDLoss: 0.5236, 
2022-07-22 22:11:45 - train: epoch 0099, iter [02900, 05004], lr: 0.000100, loss: 1.4535, stu_CELoss: 0.9251, DKDLoss: 0.5283, 
2022-07-22 22:12:17 - train: epoch 0099, iter [03000, 05004], lr: 0.000100, loss: 2.0543, stu_CELoss: 1.4181, DKDLoss: 0.6363, 
2022-07-22 22:12:50 - train: epoch 0099, iter [03100, 05004], lr: 0.000100, loss: 1.5466, stu_CELoss: 1.0397, DKDLoss: 0.5069, 
2022-07-22 22:13:23 - train: epoch 0099, iter [03200, 05004], lr: 0.000100, loss: 1.8280, stu_CELoss: 1.2670, DKDLoss: 0.5611, 
2022-07-22 22:13:56 - train: epoch 0099, iter [03300, 05004], lr: 0.000100, loss: 1.7515, stu_CELoss: 1.1833, DKDLoss: 0.5682, 
2022-07-22 22:14:29 - train: epoch 0099, iter [03400, 05004], lr: 0.000100, loss: 1.6582, stu_CELoss: 1.1283, DKDLoss: 0.5299, 
2022-07-22 22:15:01 - train: epoch 0099, iter [03500, 05004], lr: 0.000100, loss: 1.7051, stu_CELoss: 1.2195, DKDLoss: 0.4856, 
2022-07-22 22:15:34 - train: epoch 0099, iter [03600, 05004], lr: 0.000100, loss: 1.5722, stu_CELoss: 1.1040, DKDLoss: 0.4682, 
2022-07-22 22:16:07 - train: epoch 0099, iter [03700, 05004], lr: 0.000100, loss: 1.5787, stu_CELoss: 1.0290, DKDLoss: 0.5497, 
2022-07-22 22:16:39 - train: epoch 0099, iter [03800, 05004], lr: 0.000100, loss: 1.7697, stu_CELoss: 1.2947, DKDLoss: 0.4750, 
2022-07-22 22:17:13 - train: epoch 0099, iter [03900, 05004], lr: 0.000100, loss: 1.4818, stu_CELoss: 1.0151, DKDLoss: 0.4668, 
2022-07-22 22:17:46 - train: epoch 0099, iter [04000, 05004], lr: 0.000100, loss: 1.6848, stu_CELoss: 1.1100, DKDLoss: 0.5748, 
2022-07-22 22:18:19 - train: epoch 0099, iter [04100, 05004], lr: 0.000100, loss: 1.8334, stu_CELoss: 1.2104, DKDLoss: 0.6230, 
2022-07-22 22:18:51 - train: epoch 0099, iter [04200, 05004], lr: 0.000100, loss: 1.8365, stu_CELoss: 1.3352, DKDLoss: 0.5013, 
2022-07-22 22:19:25 - train: epoch 0099, iter [04300, 05004], lr: 0.000100, loss: 1.6962, stu_CELoss: 1.1781, DKDLoss: 0.5181, 
2022-07-22 22:19:57 - train: epoch 0099, iter [04400, 05004], lr: 0.000100, loss: 1.7161, stu_CELoss: 1.1849, DKDLoss: 0.5312, 
2022-07-22 22:20:29 - train: epoch 0099, iter [04500, 05004], lr: 0.000100, loss: 1.8544, stu_CELoss: 1.3348, DKDLoss: 0.5197, 
2022-07-22 22:21:02 - train: epoch 0099, iter [04600, 05004], lr: 0.000100, loss: 1.7815, stu_CELoss: 1.2236, DKDLoss: 0.5579, 
2022-07-22 22:21:35 - train: epoch 0099, iter [04700, 05004], lr: 0.000100, loss: 1.8495, stu_CELoss: 1.2948, DKDLoss: 0.5547, 
2022-07-22 22:22:08 - train: epoch 0099, iter [04800, 05004], lr: 0.000100, loss: 1.8395, stu_CELoss: 1.2911, DKDLoss: 0.5484, 
2022-07-22 22:22:41 - train: epoch 0099, iter [04900, 05004], lr: 0.000100, loss: 1.8133, stu_CELoss: 1.2700, DKDLoss: 0.5433, 
2022-07-22 22:23:13 - train: epoch 0099, iter [05000, 05004], lr: 0.000100, loss: 1.8757, stu_CELoss: 1.3709, DKDLoss: 0.5048, 
2022-07-22 22:23:14 - train: epoch 099, train_loss: 1.7025
2022-07-22 22:25:40 - eval: epoch: 099, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 72.148%, stu_acc5: 90.504%, stu_test_loss: 1.1258
2022-07-22 22:25:40 - until epoch: 099, tea_best_acc1: 73.728%, stu_best_acc1: 72.156%
2022-07-22 22:25:40 - epoch 100 lr: 0.000100
2022-07-22 22:26:18 - train: epoch 0100, iter [00100, 05004], lr: 0.000100, loss: 1.8310, stu_CELoss: 1.3378, DKDLoss: 0.4932, 
2022-07-22 22:26:50 - train: epoch 0100, iter [00200, 05004], lr: 0.000100, loss: 1.9194, stu_CELoss: 1.4559, DKDLoss: 0.4635, 
2022-07-22 22:27:23 - train: epoch 0100, iter [00300, 05004], lr: 0.000100, loss: 1.8269, stu_CELoss: 1.2392, DKDLoss: 0.5877, 
2022-07-22 22:27:55 - train: epoch 0100, iter [00400, 05004], lr: 0.000100, loss: 1.6880, stu_CELoss: 1.1771, DKDLoss: 0.5108, 
2022-07-22 22:28:27 - train: epoch 0100, iter [00500, 05004], lr: 0.000100, loss: 1.8511, stu_CELoss: 1.2871, DKDLoss: 0.5639, 
2022-07-22 22:29:00 - train: epoch 0100, iter [00600, 05004], lr: 0.000100, loss: 1.5374, stu_CELoss: 1.0924, DKDLoss: 0.4450, 
2022-07-22 22:29:34 - train: epoch 0100, iter [00700, 05004], lr: 0.000100, loss: 1.5230, stu_CELoss: 1.0518, DKDLoss: 0.4712, 
2022-07-22 22:30:06 - train: epoch 0100, iter [00800, 05004], lr: 0.000100, loss: 1.7459, stu_CELoss: 1.2408, DKDLoss: 0.5051, 
2022-07-22 22:30:38 - train: epoch 0100, iter [00900, 05004], lr: 0.000100, loss: 1.5270, stu_CELoss: 0.9855, DKDLoss: 0.5415, 
2022-07-22 22:31:11 - train: epoch 0100, iter [01000, 05004], lr: 0.000100, loss: 1.5778, stu_CELoss: 1.1103, DKDLoss: 0.4676, 
2022-07-22 22:31:43 - train: epoch 0100, iter [01100, 05004], lr: 0.000100, loss: 1.7446, stu_CELoss: 1.2328, DKDLoss: 0.5118, 
2022-07-22 22:32:15 - train: epoch 0100, iter [01200, 05004], lr: 0.000100, loss: 1.8815, stu_CELoss: 1.3028, DKDLoss: 0.5788, 
2022-07-22 22:32:48 - train: epoch 0100, iter [01300, 05004], lr: 0.000100, loss: 1.8254, stu_CELoss: 1.2812, DKDLoss: 0.5442, 
2022-07-22 22:33:21 - train: epoch 0100, iter [01400, 05004], lr: 0.000100, loss: 1.7786, stu_CELoss: 1.2231, DKDLoss: 0.5555, 
2022-07-22 22:33:54 - train: epoch 0100, iter [01500, 05004], lr: 0.000100, loss: 1.7785, stu_CELoss: 1.2374, DKDLoss: 0.5411, 
2022-07-22 22:34:26 - train: epoch 0100, iter [01600, 05004], lr: 0.000100, loss: 1.5313, stu_CELoss: 1.0327, DKDLoss: 0.4986, 
2022-07-22 22:34:59 - train: epoch 0100, iter [01700, 05004], lr: 0.000100, loss: 1.5707, stu_CELoss: 1.1036, DKDLoss: 0.4671, 
2022-07-22 22:35:32 - train: epoch 0100, iter [01800, 05004], lr: 0.000100, loss: 1.6841, stu_CELoss: 1.1151, DKDLoss: 0.5689, 
2022-07-22 22:36:05 - train: epoch 0100, iter [01900, 05004], lr: 0.000100, loss: 1.7432, stu_CELoss: 1.2176, DKDLoss: 0.5256, 
2022-07-22 22:36:38 - train: epoch 0100, iter [02000, 05004], lr: 0.000100, loss: 1.9232, stu_CELoss: 1.3680, DKDLoss: 0.5552, 
2022-07-22 22:37:09 - train: epoch 0100, iter [02100, 05004], lr: 0.000100, loss: 1.7903, stu_CELoss: 1.2755, DKDLoss: 0.5148, 
2022-07-22 22:37:42 - train: epoch 0100, iter [02200, 05004], lr: 0.000100, loss: 1.9006, stu_CELoss: 1.3446, DKDLoss: 0.5560, 
2022-07-22 22:38:16 - train: epoch 0100, iter [02300, 05004], lr: 0.000100, loss: 1.6799, stu_CELoss: 1.2085, DKDLoss: 0.4714, 
2022-07-22 22:38:49 - train: epoch 0100, iter [02400, 05004], lr: 0.000100, loss: 1.8399, stu_CELoss: 1.3347, DKDLoss: 0.5052, 
2022-07-22 22:39:22 - train: epoch 0100, iter [02500, 05004], lr: 0.000100, loss: 1.8493, stu_CELoss: 1.2905, DKDLoss: 0.5588, 
2022-07-22 22:39:54 - train: epoch 0100, iter [02600, 05004], lr: 0.000100, loss: 1.5889, stu_CELoss: 1.0901, DKDLoss: 0.4989, 
2022-07-22 22:40:27 - train: epoch 0100, iter [02700, 05004], lr: 0.000100, loss: 1.6833, stu_CELoss: 1.1419, DKDLoss: 0.5414, 
2022-07-22 22:41:00 - train: epoch 0100, iter [02800, 05004], lr: 0.000100, loss: 1.6125, stu_CELoss: 1.0777, DKDLoss: 0.5348, 
2022-07-22 22:41:32 - train: epoch 0100, iter [02900, 05004], lr: 0.000100, loss: 1.6743, stu_CELoss: 1.1514, DKDLoss: 0.5229, 
2022-07-22 22:42:06 - train: epoch 0100, iter [03000, 05004], lr: 0.000100, loss: 1.5852, stu_CELoss: 1.0995, DKDLoss: 0.4857, 
2022-07-22 22:42:38 - train: epoch 0100, iter [03100, 05004], lr: 0.000100, loss: 1.6335, stu_CELoss: 1.1168, DKDLoss: 0.5167, 
2022-07-22 22:43:11 - train: epoch 0100, iter [03200, 05004], lr: 0.000100, loss: 1.9152, stu_CELoss: 1.3517, DKDLoss: 0.5636, 
2022-07-22 22:43:44 - train: epoch 0100, iter [03300, 05004], lr: 0.000100, loss: 1.5692, stu_CELoss: 1.1013, DKDLoss: 0.4679, 
2022-07-22 22:44:18 - train: epoch 0100, iter [03400, 05004], lr: 0.000100, loss: 1.7474, stu_CELoss: 1.2141, DKDLoss: 0.5334, 
2022-07-22 22:44:49 - train: epoch 0100, iter [03500, 05004], lr: 0.000100, loss: 1.5377, stu_CELoss: 1.0476, DKDLoss: 0.4900, 
2022-07-22 22:45:22 - train: epoch 0100, iter [03600, 05004], lr: 0.000100, loss: 1.6138, stu_CELoss: 1.1101, DKDLoss: 0.5038, 
2022-07-22 22:45:55 - train: epoch 0100, iter [03700, 05004], lr: 0.000100, loss: 1.5793, stu_CELoss: 1.0823, DKDLoss: 0.4970, 
2022-07-22 22:46:27 - train: epoch 0100, iter [03800, 05004], lr: 0.000100, loss: 1.6258, stu_CELoss: 1.1135, DKDLoss: 0.5123, 
2022-07-22 22:47:01 - train: epoch 0100, iter [03900, 05004], lr: 0.000100, loss: 1.7829, stu_CELoss: 1.2694, DKDLoss: 0.5134, 
2022-07-22 22:47:33 - train: epoch 0100, iter [04000, 05004], lr: 0.000100, loss: 1.5401, stu_CELoss: 1.0725, DKDLoss: 0.4676, 
2022-07-22 22:48:06 - train: epoch 0100, iter [04100, 05004], lr: 0.000100, loss: 1.5892, stu_CELoss: 1.0828, DKDLoss: 0.5064, 
2022-07-22 22:48:40 - train: epoch 0100, iter [04200, 05004], lr: 0.000100, loss: 1.8008, stu_CELoss: 1.2331, DKDLoss: 0.5677, 
2022-07-22 22:49:12 - train: epoch 0100, iter [04300, 05004], lr: 0.000100, loss: 1.6469, stu_CELoss: 1.1225, DKDLoss: 0.5244, 
2022-07-22 22:49:45 - train: epoch 0100, iter [04400, 05004], lr: 0.000100, loss: 1.7221, stu_CELoss: 1.2221, DKDLoss: 0.5000, 
2022-07-22 22:50:19 - train: epoch 0100, iter [04500, 05004], lr: 0.000100, loss: 1.4815, stu_CELoss: 1.0202, DKDLoss: 0.4613, 
2022-07-22 22:50:51 - train: epoch 0100, iter [04600, 05004], lr: 0.000100, loss: 1.7858, stu_CELoss: 1.2564, DKDLoss: 0.5294, 
2022-07-22 22:51:25 - train: epoch 0100, iter [04700, 05004], lr: 0.000100, loss: 1.8683, stu_CELoss: 1.3192, DKDLoss: 0.5491, 
2022-07-22 22:51:57 - train: epoch 0100, iter [04800, 05004], lr: 0.000100, loss: 1.4487, stu_CELoss: 0.9347, DKDLoss: 0.5140, 
2022-07-22 22:52:29 - train: epoch 0100, iter [04900, 05004], lr: 0.000100, loss: 1.6149, stu_CELoss: 1.1631, DKDLoss: 0.4518, 
2022-07-22 22:53:01 - train: epoch 0100, iter [05000, 05004], lr: 0.000100, loss: 1.7258, stu_CELoss: 1.2469, DKDLoss: 0.4789, 
2022-07-22 22:53:02 - train: epoch 100, train_loss: 1.6995
2022-07-22 22:55:29 - eval: epoch: 100, tea_acc1: 73.728%, tea_acc5: 91.518%, tea_test_loss: 1.0637, stu_acc1: 72.164%, stu_acc5: 90.560%, stu_test_loss: 1.1252
2022-07-22 22:55:29 - until epoch: 100, tea_best_acc1: 73.728%, stu_best_acc1: 72.164%
2022-07-22 22:55:29 - train done. train time: 51.017 hours, tea_best_acc1: 73.728%, stu_best_acc1: 72.164%
