2022-07-20 19:16:46 - epoch 009 lr: 0.000010
2022-07-20 19:17:26 - train: epoch 0009, iter [00100, 14658], lr: 0.000010, total_loss: 0.4143, cls_loss: 0.2449, reg_loss: 0.1695, 
2022-07-20 21:12:17 - train: epoch 0010, iter [02900, 14658], lr: 0.000010, total_loss: 0.4055, cls_loss: 0.2315, reg_loss: 0.1740, 
2022-07-20 21:12:57 - train: epoch 0010, iter [03000, 14658], lr: 0.000010, total_loss: 0.3525, cls_loss: 0.1909, reg_loss: 0.1616, 
2022-07-20 21:13:33 - train: epoch 0010, iter [03100, 14658], lr: 0.000010, total_loss: 0.4654, cls_loss: 0.2491, reg_loss: 0.2164, 
2022-07-20 21:14:14 - train: epoch 0010, iter [03200, 14658], lr: 0.000010, total_loss: 0.4008, cls_loss: 0.2192, reg_loss: 0.1815, 
2022-07-20 21:14:52 - train: epoch 0010, iter [03300, 14658], lr: 0.000010, total_loss: 0.2906, cls_loss: 0.1624, reg_loss: 0.1281, 
2022-07-20 21:15:31 - train: epoch 0010, iter [03400, 14658], lr: 0.000010, total_loss: 0.4633, cls_loss: 0.2651, reg_loss: 0.1982, 
2022-07-20 21:16:09 - train: epoch 0010, iter [03500, 14658], lr: 0.000010, total_loss: 0.3031, cls_loss: 0.1666, reg_loss: 0.1364, 
2022-07-20 21:16:48 - train: epoch 0010, iter [03600, 14658], lr: 0.000010, total_loss: 0.3855, cls_loss: 0.2288, reg_loss: 0.1567, 
2022-07-20 21:17:26 - train: epoch 0010, iter [03700, 14658], lr: 0.000010, total_loss: 0.3738, cls_loss: 0.2335, reg_loss: 0.1403, 
2022-07-20 21:18:05 - train: epoch 0010, iter [03800, 14658], lr: 0.000010, total_loss: 0.3772, cls_loss: 0.2071, reg_loss: 0.1700, 
2022-07-20 21:18:46 - train: epoch 0010, iter [03900, 14658], lr: 0.000010, total_loss: 0.4169, cls_loss: 0.2507, reg_loss: 0.1662, 
2022-07-20 21:19:22 - train: epoch 0010, iter [04000, 14658], lr: 0.000010, total_loss: 0.4090, cls_loss: 0.2510, reg_loss: 0.1580, 
2022-07-20 21:20:02 - train: epoch 0010, iter [04100, 14658], lr: 0.000010, total_loss: 0.3974, cls_loss: 0.2537, reg_loss: 0.1438, 
2022-07-20 21:20:40 - train: epoch 0010, iter [04200, 14658], lr: 0.000010, total_loss: 0.2784, cls_loss: 0.1544, reg_loss: 0.1241, 
2022-07-20 21:21:19 - train: epoch 0010, iter [04300, 14658], lr: 0.000010, total_loss: 0.3280, cls_loss: 0.1506, reg_loss: 0.1774, 
2022-07-20 21:22:01 - train: epoch 0010, iter [04400, 14658], lr: 0.000010, total_loss: 0.3906, cls_loss: 0.2148, reg_loss: 0.1758, 
2022-07-20 21:22:38 - train: epoch 0010, iter [04500, 14658], lr: 0.000010, total_loss: 0.3475, cls_loss: 0.1851, reg_loss: 0.1624, 
2022-07-20 21:23:19 - train: epoch 0010, iter [04600, 14658], lr: 0.000010, total_loss: 0.4187, cls_loss: 0.2278, reg_loss: 0.1908, 
2022-07-20 21:23:57 - train: epoch 0010, iter [04700, 14658], lr: 0.000010, total_loss: 0.5183, cls_loss: 0.3080, reg_loss: 0.2103, 
2022-07-20 21:24:36 - train: epoch 0010, iter [04800, 14658], lr: 0.000010, total_loss: 0.4526, cls_loss: 0.2479, reg_loss: 0.2047, 
2022-07-20 21:25:16 - train: epoch 0010, iter [04900, 14658], lr: 0.000010, total_loss: 0.4111, cls_loss: 0.2503, reg_loss: 0.1607, 
2022-07-20 21:25:55 - train: epoch 0010, iter [05000, 14658], lr: 0.000010, total_loss: 0.3521, cls_loss: 0.2000, reg_loss: 0.1522, 
2022-07-20 21:26:35 - train: epoch 0010, iter [05100, 14658], lr: 0.000010, total_loss: 0.4055, cls_loss: 0.2382, reg_loss: 0.1673, 
2022-07-20 21:27:12 - train: epoch 0010, iter [05200, 14658], lr: 0.000010, total_loss: 0.4985, cls_loss: 0.3039, reg_loss: 0.1946, 
2022-07-20 21:27:53 - train: epoch 0010, iter [05300, 14658], lr: 0.000010, total_loss: 0.4396, cls_loss: 0.2666, reg_loss: 0.1729, 
2022-07-20 21:28:31 - train: epoch 0010, iter [05400, 14658], lr: 0.000010, total_loss: 0.4702, cls_loss: 0.2623, reg_loss: 0.2079, 
2022-07-20 21:29:13 - train: epoch 0010, iter [05500, 14658], lr: 0.000010, total_loss: 0.4704, cls_loss: 0.2643, reg_loss: 0.2061, 
2022-07-20 21:29:52 - train: epoch 0010, iter [05600, 14658], lr: 0.000010, total_loss: 0.3524, cls_loss: 0.2139, reg_loss: 0.1385, 
2022-07-20 21:30:29 - train: epoch 0010, iter [05700, 14658], lr: 0.000010, total_loss: 0.3454, cls_loss: 0.1712, reg_loss: 0.1742, 
2022-07-20 21:31:10 - train: epoch 0010, iter [05800, 14658], lr: 0.000010, total_loss: 0.4137, cls_loss: 0.2401, reg_loss: 0.1736, 
2022-07-20 21:31:47 - train: epoch 0010, iter [05900, 14658], lr: 0.000010, total_loss: 0.3383, cls_loss: 0.1718, reg_loss: 0.1665, 
2022-07-20 21:32:29 - train: epoch 0010, iter [06000, 14658], lr: 0.000010, total_loss: 0.5454, cls_loss: 0.3224, reg_loss: 0.2230, 
2022-07-20 21:33:09 - train: epoch 0010, iter [06100, 14658], lr: 0.000010, total_loss: 0.3279, cls_loss: 0.1909, reg_loss: 0.1370, 
2022-07-20 21:33:46 - train: epoch 0010, iter [06200, 14658], lr: 0.000010, total_loss: 0.4226, cls_loss: 0.2241, reg_loss: 0.1985, 
2022-07-20 21:34:26 - train: epoch 0010, iter [06300, 14658], lr: 0.000010, total_loss: 0.3163, cls_loss: 0.1781, reg_loss: 0.1382, 
2022-07-20 21:35:02 - train: epoch 0010, iter [06400, 14658], lr: 0.000010, total_loss: 0.5127, cls_loss: 0.3015, reg_loss: 0.2112, 
2022-07-20 21:35:43 - train: epoch 0010, iter [06500, 14658], lr: 0.000010, total_loss: 0.4578, cls_loss: 0.2668, reg_loss: 0.1910, 
2022-07-20 21:36:21 - train: epoch 0010, iter [06600, 14658], lr: 0.000010, total_loss: 0.4028, cls_loss: 0.2343, reg_loss: 0.1685, 
2022-07-20 21:36:59 - train: epoch 0010, iter [06700, 14658], lr: 0.000010, total_loss: 0.2760, cls_loss: 0.1635, reg_loss: 0.1125, 
2022-07-20 21:37:37 - train: epoch 0010, iter [06800, 14658], lr: 0.000010, total_loss: 0.4099, cls_loss: 0.2210, reg_loss: 0.1889, 
2022-07-20 21:38:17 - train: epoch 0010, iter [06900, 14658], lr: 0.000010, total_loss: 0.4373, cls_loss: 0.2435, reg_loss: 0.1939, 
2022-07-20 21:38:56 - train: epoch 0010, iter [07000, 14658], lr: 0.000010, total_loss: 0.3990, cls_loss: 0.2089, reg_loss: 0.1901, 
2022-07-20 21:39:34 - train: epoch 0010, iter [07100, 14658], lr: 0.000010, total_loss: 0.3421, cls_loss: 0.2010, reg_loss: 0.1411, 
2022-07-20 21:40:12 - train: epoch 0010, iter [07200, 14658], lr: 0.000010, total_loss: 0.4530, cls_loss: 0.2838, reg_loss: 0.1691, 
2022-07-20 21:40:50 - train: epoch 0010, iter [07300, 14658], lr: 0.000010, total_loss: 0.3185, cls_loss: 0.1742, reg_loss: 0.1443, 
2022-07-20 21:41:30 - train: epoch 0010, iter [07400, 14658], lr: 0.000010, total_loss: 0.3289, cls_loss: 0.1581, reg_loss: 0.1708, 
2022-07-20 21:42:10 - train: epoch 0010, iter [07500, 14658], lr: 0.000010, total_loss: 0.3441, cls_loss: 0.1977, reg_loss: 0.1464, 
2022-07-20 21:42:51 - train: epoch 0010, iter [07600, 14658], lr: 0.000010, total_loss: 0.2897, cls_loss: 0.1469, reg_loss: 0.1428, 
2022-07-20 21:43:30 - train: epoch 0010, iter [07700, 14658], lr: 0.000010, total_loss: 0.4369, cls_loss: 0.2553, reg_loss: 0.1815, 
2022-07-20 21:44:09 - train: epoch 0010, iter [07800, 14658], lr: 0.000010, total_loss: 0.4643, cls_loss: 0.2808, reg_loss: 0.1836, 
2022-07-20 21:44:47 - train: epoch 0010, iter [07900, 14658], lr: 0.000010, total_loss: 0.3857, cls_loss: 0.1986, reg_loss: 0.1871, 
2022-07-20 21:45:26 - train: epoch 0010, iter [08000, 14658], lr: 0.000010, total_loss: 0.4052, cls_loss: 0.2126, reg_loss: 0.1926, 
2022-07-20 21:46:05 - train: epoch 0010, iter [08100, 14658], lr: 0.000010, total_loss: 0.4090, cls_loss: 0.2504, reg_loss: 0.1586, 
2022-07-20 21:46:46 - train: epoch 0010, iter [08200, 14658], lr: 0.000010, total_loss: 0.3713, cls_loss: 0.1992, reg_loss: 0.1721, 
2022-07-20 21:47:25 - train: epoch 0010, iter [08300, 14658], lr: 0.000010, total_loss: 0.2756, cls_loss: 0.1503, reg_loss: 0.1254, 
2022-07-20 21:48:05 - train: epoch 0010, iter [08400, 14658], lr: 0.000010, total_loss: 0.3301, cls_loss: 0.1842, reg_loss: 0.1459, 
2022-07-20 21:48:45 - train: epoch 0010, iter [08500, 14658], lr: 0.000010, total_loss: 0.4701, cls_loss: 0.2704, reg_loss: 0.1997, 
2022-07-20 21:49:24 - train: epoch 0010, iter [08600, 14658], lr: 0.000010, total_loss: 0.3995, cls_loss: 0.2219, reg_loss: 0.1776, 
2022-07-20 21:50:04 - train: epoch 0010, iter [08700, 14658], lr: 0.000010, total_loss: 0.3821, cls_loss: 0.2313, reg_loss: 0.1507, 
2022-07-20 21:50:41 - train: epoch 0010, iter [08800, 14658], lr: 0.000010, total_loss: 0.3238, cls_loss: 0.1865, reg_loss: 0.1374, 
2022-07-20 21:51:24 - train: epoch 0010, iter [08900, 14658], lr: 0.000010, total_loss: 0.3725, cls_loss: 0.2047, reg_loss: 0.1678, 
2022-07-20 21:52:03 - train: epoch 0010, iter [09000, 14658], lr: 0.000010, total_loss: 0.4439, cls_loss: 0.2690, reg_loss: 0.1749, 
2022-07-20 21:52:42 - train: epoch 0010, iter [09100, 14658], lr: 0.000010, total_loss: 0.4884, cls_loss: 0.3101, reg_loss: 0.1783, 
2022-07-20 21:53:24 - train: epoch 0010, iter [09200, 14658], lr: 0.000010, total_loss: 0.3454, cls_loss: 0.1845, reg_loss: 0.1609, 
2022-07-20 21:54:01 - train: epoch 0010, iter [09300, 14658], lr: 0.000010, total_loss: 0.3873, cls_loss: 0.2135, reg_loss: 0.1738, 
2022-07-20 21:54:41 - train: epoch 0010, iter [09400, 14658], lr: 0.000010, total_loss: 0.5264, cls_loss: 0.3081, reg_loss: 0.2183, 
2022-07-20 21:55:18 - train: epoch 0010, iter [09500, 14658], lr: 0.000010, total_loss: 0.4026, cls_loss: 0.2217, reg_loss: 0.1809, 
2022-07-20 21:56:01 - train: epoch 0010, iter [09600, 14658], lr: 0.000010, total_loss: 0.5666, cls_loss: 0.3533, reg_loss: 0.2133, 
2022-07-20 21:56:39 - train: epoch 0010, iter [09700, 14658], lr: 0.000010, total_loss: 0.3594, cls_loss: 0.2118, reg_loss: 0.1476, 
2022-07-20 21:57:22 - train: epoch 0010, iter [09800, 14658], lr: 0.000010, total_loss: 0.3480, cls_loss: 0.1756, reg_loss: 0.1724, 
2022-07-20 21:58:03 - train: epoch 0010, iter [09900, 14658], lr: 0.000010, total_loss: 0.3670, cls_loss: 0.2247, reg_loss: 0.1423, 
2022-07-20 21:58:44 - train: epoch 0010, iter [10000, 14658], lr: 0.000010, total_loss: 0.4553, cls_loss: 0.2399, reg_loss: 0.2154, 
2022-07-20 21:59:26 - train: epoch 0010, iter [10100, 14658], lr: 0.000010, total_loss: 0.3570, cls_loss: 0.2231, reg_loss: 0.1339, 
2022-07-20 22:00:04 - train: epoch 0010, iter [10200, 14658], lr: 0.000010, total_loss: 0.3669, cls_loss: 0.2142, reg_loss: 0.1527, 
2022-07-20 22:00:47 - train: epoch 0010, iter [10300, 14658], lr: 0.000010, total_loss: 0.2650, cls_loss: 0.1555, reg_loss: 0.1095, 
2022-07-20 22:01:25 - train: epoch 0010, iter [10400, 14658], lr: 0.000010, total_loss: 0.3608, cls_loss: 0.2028, reg_loss: 0.1579, 
2022-07-20 22:02:07 - train: epoch 0010, iter [10500, 14658], lr: 0.000010, total_loss: 0.3548, cls_loss: 0.1887, reg_loss: 0.1661, 
2022-07-20 22:02:44 - train: epoch 0010, iter [10600, 14658], lr: 0.000010, total_loss: 0.4573, cls_loss: 0.2633, reg_loss: 0.1940, 
2022-07-20 22:03:27 - train: epoch 0010, iter [10700, 14658], lr: 0.000010, total_loss: 0.3891, cls_loss: 0.2308, reg_loss: 0.1582, 
2022-07-20 22:04:10 - train: epoch 0010, iter [10800, 14658], lr: 0.000010, total_loss: 0.4110, cls_loss: 0.2440, reg_loss: 0.1670, 
2022-07-20 22:04:47 - train: epoch 0010, iter [10900, 14658], lr: 0.000010, total_loss: 0.3127, cls_loss: 0.1579, reg_loss: 0.1548, 
2022-07-20 22:05:30 - train: epoch 0010, iter [11000, 14658], lr: 0.000010, total_loss: 0.3261, cls_loss: 0.1628, reg_loss: 0.1634, 
2022-07-20 22:06:07 - train: epoch 0010, iter [11100, 14658], lr: 0.000010, total_loss: 0.2936, cls_loss: 0.1687, reg_loss: 0.1249, 
2022-07-20 22:06:50 - train: epoch 0010, iter [11200, 14658], lr: 0.000010, total_loss: 0.5038, cls_loss: 0.3334, reg_loss: 0.1704, 
2022-07-20 22:07:27 - train: epoch 0010, iter [11300, 14658], lr: 0.000010, total_loss: 0.3852, cls_loss: 0.2297, reg_loss: 0.1554, 
2022-07-20 22:08:10 - train: epoch 0010, iter [11400, 14658], lr: 0.000010, total_loss: 0.4028, cls_loss: 0.1971, reg_loss: 0.2057, 
2022-07-20 22:08:51 - train: epoch 0010, iter [11500, 14658], lr: 0.000010, total_loss: 0.3962, cls_loss: 0.2325, reg_loss: 0.1637, 
2022-07-20 22:09:31 - train: epoch 0010, iter [11600, 14658], lr: 0.000010, total_loss: 0.4027, cls_loss: 0.2128, reg_loss: 0.1899, 
2022-07-20 22:10:10 - train: epoch 0010, iter [11700, 14658], lr: 0.000010, total_loss: 0.3650, cls_loss: 0.1931, reg_loss: 0.1719, 
2022-07-20 22:10:51 - train: epoch 0010, iter [11800, 14658], lr: 0.000010, total_loss: 0.4996, cls_loss: 0.2980, reg_loss: 0.2016, 
2022-07-20 22:11:31 - train: epoch 0010, iter [11900, 14658], lr: 0.000010, total_loss: 0.4091, cls_loss: 0.2405, reg_loss: 0.1687, 
2022-07-20 22:12:14 - train: epoch 0010, iter [12000, 14658], lr: 0.000010, total_loss: 0.4481, cls_loss: 0.3047, reg_loss: 0.1434, 
2022-07-20 22:12:54 - train: epoch 0010, iter [12100, 14658], lr: 0.000010, total_loss: 0.3788, cls_loss: 0.2265, reg_loss: 0.1523, 
2022-07-20 22:13:34 - train: epoch 0010, iter [12200, 14658], lr: 0.000010, total_loss: 0.3378, cls_loss: 0.1884, reg_loss: 0.1494, 
2022-07-20 22:14:15 - train: epoch 0010, iter [12300, 14658], lr: 0.000010, total_loss: 0.3392, cls_loss: 0.1867, reg_loss: 0.1525, 
2022-07-20 22:14:55 - train: epoch 0010, iter [12400, 14658], lr: 0.000010, total_loss: 0.2623, cls_loss: 0.1323, reg_loss: 0.1300, 
2022-07-20 22:15:38 - train: epoch 0010, iter [12500, 14658], lr: 0.000010, total_loss: 0.3966, cls_loss: 0.2289, reg_loss: 0.1677, 
2022-07-20 22:16:18 - train: epoch 0010, iter [12600, 14658], lr: 0.000010, total_loss: 0.5353, cls_loss: 0.3218, reg_loss: 0.2134, 
2022-07-20 22:16:57 - train: epoch 0010, iter [12700, 14658], lr: 0.000010, total_loss: 0.3466, cls_loss: 0.1888, reg_loss: 0.1578, 
2022-07-20 22:17:38 - train: epoch 0010, iter [12800, 14658], lr: 0.000010, total_loss: 0.3706, cls_loss: 0.2200, reg_loss: 0.1506, 
2022-07-20 22:18:18 - train: epoch 0010, iter [12900, 14658], lr: 0.000010, total_loss: 0.4521, cls_loss: 0.2605, reg_loss: 0.1916, 
2022-07-20 22:18:57 - train: epoch 0010, iter [13000, 14658], lr: 0.000010, total_loss: 0.4112, cls_loss: 0.2078, reg_loss: 0.2034, 
2022-07-20 22:19:38 - train: epoch 0010, iter [13100, 14658], lr: 0.000010, total_loss: 0.3048, cls_loss: 0.1660, reg_loss: 0.1388, 
2022-07-20 22:20:20 - train: epoch 0010, iter [13200, 14658], lr: 0.000010, total_loss: 0.4185, cls_loss: 0.2345, reg_loss: 0.1839, 
2022-07-20 22:20:57 - train: epoch 0010, iter [13300, 14658], lr: 0.000010, total_loss: 0.3619, cls_loss: 0.2158, reg_loss: 0.1461, 
2022-07-20 22:21:39 - train: epoch 0010, iter [13400, 14658], lr: 0.000010, total_loss: 0.3696, cls_loss: 0.1944, reg_loss: 0.1752, 
2022-07-20 22:22:17 - train: epoch 0010, iter [13500, 14658], lr: 0.000010, total_loss: 0.3043, cls_loss: 0.1618, reg_loss: 0.1425, 
2022-07-20 22:22:59 - train: epoch 0010, iter [13600, 14658], lr: 0.000010, total_loss: 0.2095, cls_loss: 0.0940, reg_loss: 0.1156, 
2022-07-20 22:23:42 - train: epoch 0010, iter [13700, 14658], lr: 0.000010, total_loss: 0.2826, cls_loss: 0.1517, reg_loss: 0.1309, 
2022-07-20 22:24:19 - train: epoch 0010, iter [13800, 14658], lr: 0.000010, total_loss: 0.4290, cls_loss: 0.2401, reg_loss: 0.1889, 
2022-07-20 22:25:02 - train: epoch 0010, iter [13900, 14658], lr: 0.000010, total_loss: 0.4033, cls_loss: 0.2334, reg_loss: 0.1699, 
2022-07-20 22:25:39 - train: epoch 0010, iter [14000, 14658], lr: 0.000010, total_loss: 0.3191, cls_loss: 0.1545, reg_loss: 0.1646, 
2022-07-20 22:26:22 - train: epoch 0010, iter [14100, 14658], lr: 0.000010, total_loss: 0.5173, cls_loss: 0.3090, reg_loss: 0.2084, 
2022-07-20 22:26:59 - train: epoch 0010, iter [14200, 14658], lr: 0.000010, total_loss: 0.3460, cls_loss: 0.1892, reg_loss: 0.1568, 
2022-07-20 22:27:41 - train: epoch 0010, iter [14300, 14658], lr: 0.000010, total_loss: 0.4287, cls_loss: 0.2531, reg_loss: 0.1756, 
2022-07-20 22:28:21 - train: epoch 0010, iter [14400, 14658], lr: 0.000010, total_loss: 0.4564, cls_loss: 0.2714, reg_loss: 0.1850, 
2022-07-20 22:29:01 - train: epoch 0010, iter [14500, 14658], lr: 0.000010, total_loss: 0.3310, cls_loss: 0.1867, reg_loss: 0.1444, 
2022-07-20 22:29:41 - train: epoch 0010, iter [14600, 14658], lr: 0.000010, total_loss: 0.4850, cls_loss: 0.2687, reg_loss: 0.2163, 
2022-07-20 22:30:06 - train: epoch 010, train_loss: 0.3973
2022-07-20 22:45:31 - eval: epoch: 010
test_loss: 0.4788
per_image_load_time: 6.790ms
per_image_inference_time: 171.356ms
IoU=0.50:0.95,area=all,maxDets=100,mAP: 34.07292671880736
IoU=0.50,area=all,maxDets=100,mAP: 50.6962491063789
IoU=0.75,area=all,maxDets=100,mAP: 36.68390944554252
IoU=0.50:0.95,area=small,maxDets=100,mAP: 18.190752739335988
IoU=0.50:0.95,area=medium,maxDets=100,mAP: 37.89937529378394
IoU=0.50:0.95,area=large,maxDets=100,mAP: 44.14641630158893
IoU=0.50:0.95,area=all,maxDets=1,mAR: 28.628660184165362
IoU=0.50:0.95,area=all,maxDets=10,mAR: 43.45202556012319
IoU=0.50:0.95,area=all,maxDets=100,mAR: 45.06824896665838
IoU=0.50:0.95,area=small,maxDets=100,mAR: 24.97926663121214
IoU=0.50:0.95,area=medium,maxDets=100,mAR: 49.468926123431984
IoU=0.50:0.95,area=large,maxDets=100,mAR: 57.80367601795238

2022-07-20 22:45:32 - until epoch: 010, best_metric: 34.073%
2022-07-20 22:45:32 - epoch 011 lr: 0.000010
2022-07-20 22:46:23 - train: epoch 0011, iter [00100, 14658], lr: 0.000010, total_loss: 0.4173, cls_loss: 0.2419, reg_loss: 0.1754, 
2022-07-20 22:47:05 - train: epoch 0011, iter [00200, 14658], lr: 0.000010, total_loss: 0.3464, cls_loss: 0.1933, reg_loss: 0.1532, 
2022-07-20 22:47:44 - train: epoch 0011, iter [00300, 14658], lr: 0.000010, total_loss: 0.4447, cls_loss: 0.2750, reg_loss: 0.1698, 
2022-07-20 22:48:23 - train: epoch 0011, iter [00400, 14658], lr: 0.000010, total_loss: 0.3898, cls_loss: 0.2250, reg_loss: 0.1648, 
2022-07-20 22:49:04 - train: epoch 0011, iter [00500, 14658], lr: 0.000010, total_loss: 0.2737, cls_loss: 0.1325, reg_loss: 0.1412, 
2022-07-20 22:49:41 - train: epoch 0011, iter [00600, 14658], lr: 0.000010, total_loss: 0.3475, cls_loss: 0.1805, reg_loss: 0.1670, 
2022-07-20 22:50:22 - train: epoch 0011, iter [00700, 14658], lr: 0.000010, total_loss: 0.2642, cls_loss: 0.1464, reg_loss: 0.1179, 
2022-07-20 22:50:59 - train: epoch 0011, iter [00800, 14658], lr: 0.000010, total_loss: 0.4688, cls_loss: 0.2645, reg_loss: 0.2043, 
2022-07-20 22:51:41 - train: epoch 0011, iter [00900, 14658], lr: 0.000010, total_loss: 0.4244, cls_loss: 0.2643, reg_loss: 0.1601, 
2022-07-20 22:52:17 - train: epoch 0011, iter [01000, 14658], lr: 0.000010, total_loss: 0.3690, cls_loss: 0.1971, reg_loss: 0.1719, 
2022-07-20 22:52:57 - train: epoch 0011, iter [01100, 14658], lr: 0.000010, total_loss: 0.3404, cls_loss: 0.1913, reg_loss: 0.1492, 
2022-07-20 22:53:37 - train: epoch 0011, iter [01200, 14658], lr: 0.000010, total_loss: 0.3727, cls_loss: 0.2017, reg_loss: 0.1710, 
2022-07-20 22:54:15 - train: epoch 0011, iter [01300, 14658], lr: 0.000010, total_loss: 0.4493, cls_loss: 0.2617, reg_loss: 0.1876, 
2022-07-20 22:54:55 - train: epoch 0011, iter [01400, 14658], lr: 0.000010, total_loss: 0.3900, cls_loss: 0.2273, reg_loss: 0.1627, 
2022-07-20 22:55:32 - train: epoch 0011, iter [01500, 14658], lr: 0.000010, total_loss: 0.4076, cls_loss: 0.2370, reg_loss: 0.1707, 
2022-07-20 22:56:14 - train: epoch 0011, iter [01600, 14658], lr: 0.000010, total_loss: 0.3157, cls_loss: 0.1708, reg_loss: 0.1449, 
2022-07-20 22:56:52 - train: epoch 0011, iter [01700, 14658], lr: 0.000010, total_loss: 0.3721, cls_loss: 0.1985, reg_loss: 0.1736, 
2022-07-20 22:57:31 - train: epoch 0011, iter [01800, 14658], lr: 0.000010, total_loss: 0.3635, cls_loss: 0.2035, reg_loss: 0.1600, 
2022-07-20 22:58:10 - train: epoch 0011, iter [01900, 14658], lr: 0.000010, total_loss: 0.4656, cls_loss: 0.2814, reg_loss: 0.1842, 
2022-07-20 22:58:49 - train: epoch 0011, iter [02000, 14658], lr: 0.000010, total_loss: 0.4176, cls_loss: 0.2439, reg_loss: 0.1737, 
2022-07-20 22:59:30 - train: epoch 0011, iter [02100, 14658], lr: 0.000010, total_loss: 0.4460, cls_loss: 0.2637, reg_loss: 0.1823, 
2022-07-20 23:00:09 - train: epoch 0011, iter [02200, 14658], lr: 0.000010, total_loss: 0.4514, cls_loss: 0.2479, reg_loss: 0.2035, 
2022-07-20 23:00:48 - train: epoch 0011, iter [02300, 14658], lr: 0.000010, total_loss: 0.3586, cls_loss: 0.2290, reg_loss: 0.1296, 
2022-07-20 23:01:27 - train: epoch 0011, iter [02400, 14658], lr: 0.000010, total_loss: 0.4441, cls_loss: 0.2575, reg_loss: 0.1867, 
2022-07-20 23:02:06 - train: epoch 0011, iter [02500, 14658], lr: 0.000010, total_loss: 0.2717, cls_loss: 0.1459, reg_loss: 0.1258, 
2022-07-20 23:02:47 - train: epoch 0011, iter [02600, 14658], lr: 0.000010, total_loss: 0.3320, cls_loss: 0.1485, reg_loss: 0.1836, 
2022-07-20 23:03:24 - train: epoch 0011, iter [02700, 14658], lr: 0.000010, total_loss: 0.4152, cls_loss: 0.2499, reg_loss: 0.1653, 
2022-07-20 23:04:06 - train: epoch 0011, iter [02800, 14658], lr: 0.000010, total_loss: 0.4111, cls_loss: 0.2275, reg_loss: 0.1835, 
2022-07-20 23:04:45 - train: epoch 0011, iter [02900, 14658], lr: 0.000010, total_loss: 0.3273, cls_loss: 0.1799, reg_loss: 0.1474, 
2022-07-20 23:05:24 - train: epoch 0011, iter [03000, 14658], lr: 0.000010, total_loss: 0.3056, cls_loss: 0.1567, reg_loss: 0.1490, 
2022-07-20 23:06:02 - train: epoch 0011, iter [03100, 14658], lr: 0.000010, total_loss: 0.3352, cls_loss: 0.2168, reg_loss: 0.1184, 
2022-07-20 23:06:41 - train: epoch 0011, iter [03200, 14658], lr: 0.000010, total_loss: 0.4618, cls_loss: 0.2805, reg_loss: 0.1813, 
2022-07-20 23:07:19 - train: epoch 0011, iter [03300, 14658], lr: 0.000010, total_loss: 0.3634, cls_loss: 0.2115, reg_loss: 0.1519, 
2022-07-20 23:07:58 - train: epoch 0011, iter [03400, 14658], lr: 0.000010, total_loss: 0.4050, cls_loss: 0.2390, reg_loss: 0.1660, 
2022-07-20 23:08:40 - train: epoch 0011, iter [03500, 14658], lr: 0.000010, total_loss: 0.5000, cls_loss: 0.2935, reg_loss: 0.2065, 
2022-07-20 23:09:18 - train: epoch 0011, iter [03600, 14658], lr: 0.000010, total_loss: 0.2333, cls_loss: 0.1253, reg_loss: 0.1080, 
2022-07-20 23:09:57 - train: epoch 0011, iter [03700, 14658], lr: 0.000010, total_loss: 0.3392, cls_loss: 0.2066, reg_loss: 0.1326, 
2022-07-20 23:10:36 - train: epoch 0011, iter [03800, 14658], lr: 0.000010, total_loss: 0.3609, cls_loss: 0.2070, reg_loss: 0.1539, 
2022-07-20 23:11:15 - train: epoch 0011, iter [03900, 14658], lr: 0.000010, total_loss: 0.4281, cls_loss: 0.2671, reg_loss: 0.1610, 
2022-07-20 23:11:53 - train: epoch 0011, iter [04000, 14658], lr: 0.000010, total_loss: 0.4079, cls_loss: 0.2324, reg_loss: 0.1755, 
2022-07-20 23:12:32 - train: epoch 0011, iter [04100, 14658], lr: 0.000010, total_loss: 0.3601, cls_loss: 0.1948, reg_loss: 0.1653, 
2022-07-20 23:13:13 - train: epoch 0011, iter [04200, 14658], lr: 0.000010, total_loss: 0.3595, cls_loss: 0.2288, reg_loss: 0.1307, 
2022-07-20 23:13:52 - train: epoch 0011, iter [04300, 14658], lr: 0.000010, total_loss: 0.3364, cls_loss: 0.1816, reg_loss: 0.1548, 
2022-07-20 23:14:31 - train: epoch 0011, iter [04400, 14658], lr: 0.000010, total_loss: 0.3129, cls_loss: 0.1749, reg_loss: 0.1381, 
2022-07-20 23:15:10 - train: epoch 0011, iter [04500, 14658], lr: 0.000010, total_loss: 0.3911, cls_loss: 0.2296, reg_loss: 0.1615, 
2022-07-20 23:15:50 - train: epoch 0011, iter [04600, 14658], lr: 0.000010, total_loss: 0.4176, cls_loss: 0.2570, reg_loss: 0.1606, 
2022-07-20 23:16:32 - train: epoch 0011, iter [04700, 14658], lr: 0.000010, total_loss: 0.4211, cls_loss: 0.2618, reg_loss: 0.1593, 
2022-07-20 23:17:08 - train: epoch 0011, iter [04800, 14658], lr: 0.000010, total_loss: 0.3111, cls_loss: 0.1749, reg_loss: 0.1362, 
2022-07-20 23:17:50 - train: epoch 0011, iter [04900, 14658], lr: 0.000010, total_loss: 0.4401, cls_loss: 0.2748, reg_loss: 0.1653, 
2022-07-20 23:18:29 - train: epoch 0011, iter [05000, 14658], lr: 0.000010, total_loss: 0.3507, cls_loss: 0.1934, reg_loss: 0.1573, 
