2022-10-04 00:00:29 - train: epoch 0029, iter [06400, 10009], lr: 0.013468, weight_decay: 0.000100, momentum_teacher: 0.996756, loss: 3.3316
2022-10-04 18:45:54 - train: epoch 0035, iter [04300, 10009], lr: 0.012435, weight_decay: 0.000100, momentum_teacher: 0.997060, loss: 3.3967
2022-10-04 18:46:41 - train: epoch 0035, iter [04400, 10009], lr: 0.012433, weight_decay: 0.000100, momentum_teacher: 0.997061, loss: 3.5872
2022-10-04 18:47:29 - train: epoch 0035, iter [04500, 10009], lr: 0.012431, weight_decay: 0.000100, momentum_teacher: 0.997061, loss: 3.5899
2022-10-04 18:48:16 - train: epoch 0035, iter [04600, 10009], lr: 0.012429, weight_decay: 0.000100, momentum_teacher: 0.997062, loss: 3.4493
2022-10-04 18:49:04 - train: epoch 0035, iter [04700, 10009], lr: 0.012427, weight_decay: 0.000100, momentum_teacher: 0.997062, loss: 3.3642
2022-10-04 18:49:52 - train: epoch 0035, iter [04800, 10009], lr: 0.012425, weight_decay: 0.000100, momentum_teacher: 0.997063, loss: 3.5357
2022-10-04 18:50:39 - train: epoch 0035, iter [04900, 10009], lr: 0.012423, weight_decay: 0.000100, momentum_teacher: 0.997064, loss: 3.2811
2022-10-04 18:51:27 - train: epoch 0035, iter [05000, 10009], lr: 0.012421, weight_decay: 0.000100, momentum_teacher: 0.997064, loss: 3.2648
2022-10-04 18:52:14 - train: epoch 0035, iter [05100, 10009], lr: 0.012419, weight_decay: 0.000100, momentum_teacher: 0.997065, loss: 3.5436
2022-10-04 18:53:02 - train: epoch 0035, iter [05200, 10009], lr: 0.012417, weight_decay: 0.000100, momentum_teacher: 0.997065, loss: 3.4641
2022-10-04 18:53:49 - train: epoch 0035, iter [05300, 10009], lr: 0.012415, weight_decay: 0.000100, momentum_teacher: 0.997066, loss: 3.1849
2022-10-04 18:54:37 - train: epoch 0035, iter [05400, 10009], lr: 0.012413, weight_decay: 0.000100, momentum_teacher: 0.997066, loss: 3.2676
2022-10-04 18:55:25 - train: epoch 0035, iter [05500, 10009], lr: 0.012411, weight_decay: 0.000100, momentum_teacher: 0.997067, loss: 3.1602
2022-10-04 18:56:13 - train: epoch 0035, iter [05600, 10009], lr: 0.012409, weight_decay: 0.000100, momentum_teacher: 0.997067, loss: 3.5513
2022-10-04 18:57:00 - train: epoch 0035, iter [05700, 10009], lr: 0.012407, weight_decay: 0.000100, momentum_teacher: 0.997068, loss: 3.2345
2022-10-04 18:57:48 - train: epoch 0035, iter [05800, 10009], lr: 0.012405, weight_decay: 0.000100, momentum_teacher: 0.997069, loss: 3.6048
2022-10-04 18:58:35 - train: epoch 0035, iter [05900, 10009], lr: 0.012403, weight_decay: 0.000100, momentum_teacher: 0.997069, loss: 3.4365
2022-10-04 18:59:23 - train: epoch 0035, iter [06000, 10009], lr: 0.012401, weight_decay: 0.000100, momentum_teacher: 0.997070, loss: 3.4099
2022-10-04 19:00:10 - train: epoch 0035, iter [06100, 10009], lr: 0.012399, weight_decay: 0.000100, momentum_teacher: 0.997070, loss: 3.5401
2022-10-04 19:00:58 - train: epoch 0035, iter [06200, 10009], lr: 0.012397, weight_decay: 0.000100, momentum_teacher: 0.997071, loss: 3.1738
2022-10-04 19:01:45 - train: epoch 0035, iter [06300, 10009], lr: 0.012395, weight_decay: 0.000100, momentum_teacher: 0.997071, loss: 3.3756
2022-10-04 19:02:33 - train: epoch 0035, iter [06400, 10009], lr: 0.012393, weight_decay: 0.000100, momentum_teacher: 0.997072, loss: 3.2481
2022-10-04 19:03:21 - train: epoch 0035, iter [06500, 10009], lr: 0.012391, weight_decay: 0.000100, momentum_teacher: 0.997072, loss: 3.2267
2022-10-04 19:04:08 - train: epoch 0035, iter [06600, 10009], lr: 0.012389, weight_decay: 0.000100, momentum_teacher: 0.997073, loss: 3.3025
2022-10-04 19:04:56 - train: epoch 0035, iter [06700, 10009], lr: 0.012387, weight_decay: 0.000100, momentum_teacher: 0.997074, loss: 3.4623
2022-10-04 19:05:43 - train: epoch 0035, iter [06800, 10009], lr: 0.012385, weight_decay: 0.000100, momentum_teacher: 0.997074, loss: 3.3673
2022-10-04 19:06:31 - train: epoch 0035, iter [06900, 10009], lr: 0.012383, weight_decay: 0.000100, momentum_teacher: 0.997075, loss: 3.4694
2022-10-04 19:07:21 - train: epoch 0035, iter [07000, 10009], lr: 0.012381, weight_decay: 0.000100, momentum_teacher: 0.997075, loss: 3.2913
2022-10-04 19:08:08 - train: epoch 0035, iter [07100, 10009], lr: 0.012379, weight_decay: 0.000100, momentum_teacher: 0.997076, loss: 3.4981
2022-10-04 19:08:56 - train: epoch 0035, iter [07200, 10009], lr: 0.012377, weight_decay: 0.000100, momentum_teacher: 0.997076, loss: 3.2604
2022-10-04 19:09:44 - train: epoch 0035, iter [07300, 10009], lr: 0.012375, weight_decay: 0.000100, momentum_teacher: 0.997077, loss: 3.5101
2022-10-04 19:10:31 - train: epoch 0035, iter [07400, 10009], lr: 0.012373, weight_decay: 0.000100, momentum_teacher: 0.997077, loss: 3.1910
2022-10-04 19:11:19 - train: epoch 0035, iter [07500, 10009], lr: 0.012371, weight_decay: 0.000100, momentum_teacher: 0.997078, loss: 3.1921
2022-10-04 19:12:07 - train: epoch 0035, iter [07600, 10009], lr: 0.012369, weight_decay: 0.000100, momentum_teacher: 0.997079, loss: 3.2405
2022-10-04 19:12:55 - train: epoch 0035, iter [07700, 10009], lr: 0.012367, weight_decay: 0.000100, momentum_teacher: 0.997079, loss: 3.4403
2022-10-04 19:13:42 - train: epoch 0035, iter [07800, 10009], lr: 0.012365, weight_decay: 0.000100, momentum_teacher: 0.997080, loss: 3.4180
2022-10-04 19:14:30 - train: epoch 0035, iter [07900, 10009], lr: 0.012363, weight_decay: 0.000100, momentum_teacher: 0.997080, loss: 3.3938
2022-10-04 19:15:17 - train: epoch 0035, iter [08000, 10009], lr: 0.012361, weight_decay: 0.000100, momentum_teacher: 0.997081, loss: 3.3826
2022-10-04 19:16:05 - train: epoch 0035, iter [08100, 10009], lr: 0.012359, weight_decay: 0.000100, momentum_teacher: 0.997081, loss: 3.4634
2022-10-04 19:16:53 - train: epoch 0035, iter [08200, 10009], lr: 0.012357, weight_decay: 0.000100, momentum_teacher: 0.997082, loss: 3.4044
2022-10-04 19:17:41 - train: epoch 0035, iter [08300, 10009], lr: 0.012355, weight_decay: 0.000100, momentum_teacher: 0.997082, loss: 3.3785
2022-10-04 19:18:28 - train: epoch 0035, iter [08400, 10009], lr: 0.012353, weight_decay: 0.000100, momentum_teacher: 0.997083, loss: 3.2104
2022-10-04 19:19:16 - train: epoch 0035, iter [08500, 10009], lr: 0.012351, weight_decay: 0.000100, momentum_teacher: 0.997084, loss: 3.6179
2022-10-04 19:20:03 - train: epoch 0035, iter [08600, 10009], lr: 0.012349, weight_decay: 0.000100, momentum_teacher: 0.997084, loss: 3.3575
2022-10-04 19:20:51 - train: epoch 0035, iter [08700, 10009], lr: 0.012347, weight_decay: 0.000100, momentum_teacher: 0.997085, loss: 3.4430
2022-10-04 19:21:39 - train: epoch 0035, iter [08800, 10009], lr: 0.012345, weight_decay: 0.000100, momentum_teacher: 0.997085, loss: 3.4474
2022-10-04 19:22:26 - train: epoch 0035, iter [08900, 10009], lr: 0.012343, weight_decay: 0.000100, momentum_teacher: 0.997086, loss: 3.6033
2022-10-04 19:23:14 - train: epoch 0035, iter [09000, 10009], lr: 0.012341, weight_decay: 0.000100, momentum_teacher: 0.997086, loss: 3.4105
2022-10-04 19:24:02 - train: epoch 0035, iter [09100, 10009], lr: 0.012339, weight_decay: 0.000100, momentum_teacher: 0.997087, loss: 3.3833
2022-10-04 19:24:49 - train: epoch 0035, iter [09200, 10009], lr: 0.012337, weight_decay: 0.000100, momentum_teacher: 0.997087, loss: 3.4775
2022-10-04 19:25:37 - train: epoch 0035, iter [09300, 10009], lr: 0.012335, weight_decay: 0.000100, momentum_teacher: 0.997088, loss: 3.4013
2022-10-04 19:26:25 - train: epoch 0035, iter [09400, 10009], lr: 0.012333, weight_decay: 0.000100, momentum_teacher: 0.997089, loss: 3.3758
2022-10-04 19:27:12 - train: epoch 0035, iter [09500, 10009], lr: 0.012331, weight_decay: 0.000100, momentum_teacher: 0.997089, loss: 3.6508
2022-10-04 19:28:00 - train: epoch 0035, iter [09600, 10009], lr: 0.012329, weight_decay: 0.000100, momentum_teacher: 0.997090, loss: 3.4736
2022-10-04 19:28:48 - train: epoch 0035, iter [09700, 10009], lr: 0.012327, weight_decay: 0.000100, momentum_teacher: 0.997090, loss: 3.3985
2022-10-04 19:29:36 - train: epoch 0035, iter [09800, 10009], lr: 0.012325, weight_decay: 0.000100, momentum_teacher: 0.997091, loss: 3.3760
2022-10-04 19:30:23 - train: epoch 0035, iter [09900, 10009], lr: 0.012323, weight_decay: 0.000100, momentum_teacher: 0.997091, loss: 3.3826
2022-10-04 19:31:11 - train: epoch 0035, iter [10000, 10009], lr: 0.012321, weight_decay: 0.000100, momentum_teacher: 0.997092, loss: 3.3655
2022-10-04 19:31:16 - train: epoch 035, train_loss: 3.3945
2022-10-04 19:31:18 - until epoch: 035, best_loss: 3.3945
2022-10-04 19:31:18 - epoch 036 lr: 0.012321
2022-10-04 19:32:11 - train: epoch 0036, iter [00100, 10009], lr: 0.012319, weight_decay: 0.000100, momentum_teacher: 0.997093, loss: 3.3909
2022-10-04 19:32:58 - train: epoch 0036, iter [00200, 10009], lr: 0.012317, weight_decay: 0.000100, momentum_teacher: 0.997093, loss: 3.2050
2022-10-04 19:33:46 - train: epoch 0036, iter [00300, 10009], lr: 0.012315, weight_decay: 0.000100, momentum_teacher: 0.997094, loss: 3.1571
2022-10-04 19:34:33 - train: epoch 0036, iter [00400, 10009], lr: 0.012313, weight_decay: 0.000100, momentum_teacher: 0.997094, loss: 3.2738
2022-10-04 19:35:20 - train: epoch 0036, iter [00500, 10009], lr: 0.012311, weight_decay: 0.000100, momentum_teacher: 0.997095, loss: 3.2802
2022-10-04 19:36:07 - train: epoch 0036, iter [00600, 10009], lr: 0.012309, weight_decay: 0.000100, momentum_teacher: 0.997095, loss: 3.6999
2022-10-04 19:36:55 - train: epoch 0036, iter [00700, 10009], lr: 0.012307, weight_decay: 0.000100, momentum_teacher: 0.997096, loss: 3.3215
2022-10-04 19:37:42 - train: epoch 0036, iter [00800, 10009], lr: 0.012305, weight_decay: 0.000100, momentum_teacher: 0.997096, loss: 3.3615
2022-10-04 19:38:29 - train: epoch 0036, iter [00900, 10009], lr: 0.012303, weight_decay: 0.000100, momentum_teacher: 0.997097, loss: 3.3859
2022-10-04 19:39:17 - train: epoch 0036, iter [01000, 10009], lr: 0.012301, weight_decay: 0.000100, momentum_teacher: 0.997098, loss: 3.4364
2022-10-04 19:40:04 - train: epoch 0036, iter [01100, 10009], lr: 0.012299, weight_decay: 0.000100, momentum_teacher: 0.997098, loss: 3.2841
2022-10-04 19:40:51 - train: epoch 0036, iter [01200, 10009], lr: 0.012297, weight_decay: 0.000100, momentum_teacher: 0.997099, loss: 3.3634
2022-10-04 19:41:39 - train: epoch 0036, iter [01300, 10009], lr: 0.012295, weight_decay: 0.000100, momentum_teacher: 0.997099, loss: 3.3387
2022-10-04 19:42:26 - train: epoch 0036, iter [01400, 10009], lr: 0.012293, weight_decay: 0.000100, momentum_teacher: 0.997100, loss: 3.3716
2022-10-04 19:43:14 - train: epoch 0036, iter [01500, 10009], lr: 0.012291, weight_decay: 0.000100, momentum_teacher: 0.997100, loss: 3.3081
2022-10-04 19:44:01 - train: epoch 0036, iter [01600, 10009], lr: 0.012289, weight_decay: 0.000100, momentum_teacher: 0.997101, loss: 3.5523
2022-10-04 19:44:48 - train: epoch 0036, iter [01700, 10009], lr: 0.012287, weight_decay: 0.000100, momentum_teacher: 0.997102, loss: 3.3305
2022-10-04 19:45:35 - train: epoch 0036, iter [01800, 10009], lr: 0.012285, weight_decay: 0.000100, momentum_teacher: 0.997102, loss: 3.3567
2022-10-04 19:46:23 - train: epoch 0036, iter [01900, 10009], lr: 0.012283, weight_decay: 0.000100, momentum_teacher: 0.997103, loss: 3.1997
2022-10-04 19:47:10 - train: epoch 0036, iter [02000, 10009], lr: 0.012281, weight_decay: 0.000100, momentum_teacher: 0.997103, loss: 3.2473
2022-10-04 19:47:58 - train: epoch 0036, iter [02100, 10009], lr: 0.012279, weight_decay: 0.000100, momentum_teacher: 0.997104, loss: 3.6111
2022-10-04 19:48:45 - train: epoch 0036, iter [02200, 10009], lr: 0.012277, weight_decay: 0.000100, momentum_teacher: 0.997104, loss: 3.3652
2022-10-04 19:49:32 - train: epoch 0036, iter [02300, 10009], lr: 0.012275, weight_decay: 0.000100, momentum_teacher: 0.997105, loss: 3.2416
2022-10-04 19:50:20 - train: epoch 0036, iter [02400, 10009], lr: 0.012273, weight_decay: 0.000100, momentum_teacher: 0.997105, loss: 3.2343
2022-10-04 19:51:07 - train: epoch 0036, iter [02500, 10009], lr: 0.012271, weight_decay: 0.000100, momentum_teacher: 0.997106, loss: 3.4212
2022-10-04 19:51:55 - train: epoch 0036, iter [02600, 10009], lr: 0.012269, weight_decay: 0.000100, momentum_teacher: 0.997107, loss: 3.5708
2022-10-04 19:52:42 - train: epoch 0036, iter [02700, 10009], lr: 0.012267, weight_decay: 0.000100, momentum_teacher: 0.997107, loss: 3.4100
2022-10-04 19:53:30 - train: epoch 0036, iter [02800, 10009], lr: 0.012265, weight_decay: 0.000100, momentum_teacher: 0.997108, loss: 3.3378
2022-10-04 19:54:17 - train: epoch 0036, iter [02900, 10009], lr: 0.012263, weight_decay: 0.000100, momentum_teacher: 0.997108, loss: 3.4664
2022-10-04 19:55:05 - train: epoch 0036, iter [03000, 10009], lr: 0.012261, weight_decay: 0.000100, momentum_teacher: 0.997109, loss: 3.3618
2022-10-04 19:55:52 - train: epoch 0036, iter [03100, 10009], lr: 0.012259, weight_decay: 0.000100, momentum_teacher: 0.997109, loss: 3.7499
2022-10-04 19:56:39 - train: epoch 0036, iter [03200, 10009], lr: 0.012257, weight_decay: 0.000100, momentum_teacher: 0.997110, loss: 3.4807
2022-10-04 19:57:27 - train: epoch 0036, iter [03300, 10009], lr: 0.012255, weight_decay: 0.000100, momentum_teacher: 0.997111, loss: 3.2129
2022-10-04 19:58:14 - train: epoch 0036, iter [03400, 10009], lr: 0.012253, weight_decay: 0.000100, momentum_teacher: 0.997111, loss: 3.3688
2022-10-04 19:59:01 - train: epoch 0036, iter [03500, 10009], lr: 0.012251, weight_decay: 0.000100, momentum_teacher: 0.997112, loss: 3.3433
2022-10-04 19:59:49 - train: epoch 0036, iter [03600, 10009], lr: 0.012249, weight_decay: 0.000100, momentum_teacher: 0.997112, loss: 3.1721
2022-10-04 20:00:37 - train: epoch 0036, iter [03700, 10009], lr: 0.012247, weight_decay: 0.000100, momentum_teacher: 0.997113, loss: 3.2459
2022-10-04 20:01:24 - train: epoch 0036, iter [03800, 10009], lr: 0.012245, weight_decay: 0.000100, momentum_teacher: 0.997113, loss: 3.4150
2022-10-04 20:02:12 - train: epoch 0036, iter [03900, 10009], lr: 0.012243, weight_decay: 0.000100, momentum_teacher: 0.997114, loss: 3.4851
2022-10-04 20:02:59 - train: epoch 0036, iter [04000, 10009], lr: 0.012240, weight_decay: 0.000100, momentum_teacher: 0.997114, loss: 3.2946
2022-10-04 20:03:47 - train: epoch 0036, iter [04100, 10009], lr: 0.012238, weight_decay: 0.000100, momentum_teacher: 0.997115, loss: 3.2353
2022-10-04 20:04:34 - train: epoch 0036, iter [04200, 10009], lr: 0.012236, weight_decay: 0.000100, momentum_teacher: 0.997116, loss: 3.3234
2022-10-04 20:05:22 - train: epoch 0036, iter [04300, 10009], lr: 0.012234, weight_decay: 0.000100, momentum_teacher: 0.997116, loss: 3.4228
2022-10-04 20:06:09 - train: epoch 0036, iter [04400, 10009], lr: 0.012232, weight_decay: 0.000100, momentum_teacher: 0.997117, loss: 3.3362
2022-10-04 20:06:56 - train: epoch 0036, iter [04500, 10009], lr: 0.012230, weight_decay: 0.000100, momentum_teacher: 0.997117, loss: 3.3198
2022-10-04 20:07:44 - train: epoch 0036, iter [04600, 10009], lr: 0.012228, weight_decay: 0.000100, momentum_teacher: 0.997118, loss: 3.5541
2022-10-04 20:08:31 - train: epoch 0036, iter [04700, 10009], lr: 0.012226, weight_decay: 0.000100, momentum_teacher: 0.997118, loss: 3.3535
2022-10-04 20:09:19 - train: epoch 0036, iter [04800, 10009], lr: 0.012224, weight_decay: 0.000100, momentum_teacher: 0.997119, loss: 3.3449
2022-10-04 20:10:06 - train: epoch 0036, iter [04900, 10009], lr: 0.012222, weight_decay: 0.000100, momentum_teacher: 0.997120, loss: 3.3401
2022-10-04 20:10:53 - train: epoch 0036, iter [05000, 10009], lr: 0.012220, weight_decay: 0.000100, momentum_teacher: 0.997120, loss: 3.2660
2022-10-04 20:11:41 - train: epoch 0036, iter [05100, 10009], lr: 0.012218, weight_decay: 0.000100, momentum_teacher: 0.997121, loss: 3.4979
2022-10-04 20:12:28 - train: epoch 0036, iter [05200, 10009], lr: 0.012216, weight_decay: 0.000100, momentum_teacher: 0.997121, loss: 3.3411
2022-10-04 20:13:16 - train: epoch 0036, iter [05300, 10009], lr: 0.012214, weight_decay: 0.000100, momentum_teacher: 0.997122, loss: 3.1107
2022-10-04 20:14:03 - train: epoch 0036, iter [05400, 10009], lr: 0.012212, weight_decay: 0.000100, momentum_teacher: 0.997122, loss: 3.2195
2022-10-04 20:14:51 - train: epoch 0036, iter [05500, 10009], lr: 0.012210, weight_decay: 0.000100, momentum_teacher: 0.997123, loss: 3.3169
2022-10-04 20:15:38 - train: epoch 0036, iter [05600, 10009], lr: 0.012208, weight_decay: 0.000100, momentum_teacher: 0.997123, loss: 3.4769
2022-10-04 20:16:26 - train: epoch 0036, iter [05700, 10009], lr: 0.012206, weight_decay: 0.000100, momentum_teacher: 0.997124, loss: 3.2418
2022-10-04 20:17:13 - train: epoch 0036, iter [05800, 10009], lr: 0.012204, weight_decay: 0.000100, momentum_teacher: 0.997125, loss: 3.2698
2022-10-04 20:18:01 - train: epoch 0036, iter [05900, 10009], lr: 0.012202, weight_decay: 0.000100, momentum_teacher: 0.997125, loss: 3.2996
2022-10-04 20:18:48 - train: epoch 0036, iter [06000, 10009], lr: 0.012200, weight_decay: 0.000100, momentum_teacher: 0.997126, loss: 3.4322
2022-10-04 20:19:36 - train: epoch 0036, iter [06100, 10009], lr: 0.012198, weight_decay: 0.000100, momentum_teacher: 0.997126, loss: 3.5134
2022-10-04 20:20:23 - train: epoch 0036, iter [06200, 10009], lr: 0.012196, weight_decay: 0.000100, momentum_teacher: 0.997127, loss: 3.4084
2022-10-04 20:21:11 - train: epoch 0036, iter [06300, 10009], lr: 0.012194, weight_decay: 0.000100, momentum_teacher: 0.997127, loss: 3.4182
2022-10-04 20:21:58 - train: epoch 0036, iter [06400, 10009], lr: 0.012192, weight_decay: 0.000100, momentum_teacher: 0.997128, loss: 3.2191
2022-10-04 20:22:46 - train: epoch 0036, iter [06500, 10009], lr: 0.012190, weight_decay: 0.000100, momentum_teacher: 0.997129, loss: 3.6263
2022-10-04 20:23:33 - train: epoch 0036, iter [06600, 10009], lr: 0.012188, weight_decay: 0.000100, momentum_teacher: 0.997129, loss: 3.3252
2022-10-04 20:24:21 - train: epoch 0036, iter [06700, 10009], lr: 0.012186, weight_decay: 0.000100, momentum_teacher: 0.997130, loss: 3.2770
2022-10-04 20:25:08 - train: epoch 0036, iter [06800, 10009], lr: 0.012184, weight_decay: 0.000100, momentum_teacher: 0.997130, loss: 3.2867
2022-10-04 20:25:55 - train: epoch 0036, iter [06900, 10009], lr: 0.012181, weight_decay: 0.000100, momentum_teacher: 0.997131, loss: 3.7251
2022-10-04 20:26:43 - train: epoch 0036, iter [07000, 10009], lr: 0.012179, weight_decay: 0.000100, momentum_teacher: 0.997131, loss: 3.6546
2022-10-04 20:27:30 - train: epoch 0036, iter [07100, 10009], lr: 0.012177, weight_decay: 0.000100, momentum_teacher: 0.997132, loss: 3.3238
2022-10-04 20:28:18 - train: epoch 0036, iter [07200, 10009], lr: 0.012175, weight_decay: 0.000100, momentum_teacher: 0.997133, loss: 3.2352
2022-10-04 20:29:05 - train: epoch 0036, iter [07300, 10009], lr: 0.012173, weight_decay: 0.000100, momentum_teacher: 0.997133, loss: 3.2979
2022-10-04 20:29:53 - train: epoch 0036, iter [07400, 10009], lr: 0.012171, weight_decay: 0.000100, momentum_teacher: 0.997134, loss: 3.1973
2022-10-04 20:30:40 - train: epoch 0036, iter [07500, 10009], lr: 0.012169, weight_decay: 0.000100, momentum_teacher: 0.997134, loss: 3.4047
2022-10-04 20:31:28 - train: epoch 0036, iter [07600, 10009], lr: 0.012167, weight_decay: 0.000100, momentum_teacher: 0.997135, loss: 3.5319
2022-10-04 20:32:15 - train: epoch 0036, iter [07700, 10009], lr: 0.012165, weight_decay: 0.000100, momentum_teacher: 0.997135, loss: 3.3852
2022-10-04 20:33:03 - train: epoch 0036, iter [07800, 10009], lr: 0.012163, weight_decay: 0.000100, momentum_teacher: 0.997136, loss: 3.2542
2022-10-04 20:33:50 - train: epoch 0036, iter [07900, 10009], lr: 0.012161, weight_decay: 0.000100, momentum_teacher: 0.997136, loss: 3.4916
2022-10-04 20:34:38 - train: epoch 0036, iter [08000, 10009], lr: 0.012159, weight_decay: 0.000100, momentum_teacher: 0.997137, loss: 3.2829
2022-10-04 20:35:25 - train: epoch 0036, iter [08100, 10009], lr: 0.012157, weight_decay: 0.000100, momentum_teacher: 0.997138, loss: 3.1291
2022-10-04 20:36:13 - train: epoch 0036, iter [08200, 10009], lr: 0.012155, weight_decay: 0.000100, momentum_teacher: 0.997138, loss: 3.3925
2022-10-04 20:37:00 - train: epoch 0036, iter [08300, 10009], lr: 0.012153, weight_decay: 0.000100, momentum_teacher: 0.997139, loss: 3.3918
2022-10-04 20:37:48 - train: epoch 0036, iter [08400, 10009], lr: 0.012151, weight_decay: 0.000100, momentum_teacher: 0.997139, loss: 3.4285
2022-10-04 20:38:35 - train: epoch 0036, iter [08500, 10009], lr: 0.012149, weight_decay: 0.000100, momentum_teacher: 0.997140, loss: 3.2320
2022-10-04 20:39:22 - train: epoch 0036, iter [08600, 10009], lr: 0.012147, weight_decay: 0.000100, momentum_teacher: 0.997140, loss: 3.3888
2022-10-04 20:40:10 - train: epoch 0036, iter [08700, 10009], lr: 0.012145, weight_decay: 0.000100, momentum_teacher: 0.997141, loss: 3.1566
2022-10-04 20:40:57 - train: epoch 0036, iter [08800, 10009], lr: 0.012143, weight_decay: 0.000100, momentum_teacher: 0.997142, loss: 3.2411
2022-10-04 20:41:45 - train: epoch 0036, iter [08900, 10009], lr: 0.012140, weight_decay: 0.000100, momentum_teacher: 0.997142, loss: 3.5070
2022-10-04 20:42:32 - train: epoch 0036, iter [09000, 10009], lr: 0.012138, weight_decay: 0.000100, momentum_teacher: 0.997143, loss: 3.3249
2022-10-04 20:43:20 - train: epoch 0036, iter [09100, 10009], lr: 0.012136, weight_decay: 0.000100, momentum_teacher: 0.997143, loss: 3.5312
2022-10-04 20:44:07 - train: epoch 0036, iter [09200, 10009], lr: 0.012134, weight_decay: 0.000100, momentum_teacher: 0.997144, loss: 3.2217
2022-10-04 20:44:55 - train: epoch 0036, iter [09300, 10009], lr: 0.012132, weight_decay: 0.000100, momentum_teacher: 0.997144, loss: 3.4291
2022-10-04 20:45:50 - train: epoch 0036, iter [09400, 10009], lr: 0.012130, weight_decay: 0.000100, momentum_teacher: 0.997145, loss: 3.2538
2022-10-04 20:46:38 - train: epoch 0036, iter [09500, 10009], lr: 0.012128, weight_decay: 0.000100, momentum_teacher: 0.997146, loss: 3.2443
2022-10-04 20:47:26 - train: epoch 0036, iter [09600, 10009], lr: 0.012126, weight_decay: 0.000100, momentum_teacher: 0.997146, loss: 3.4287
2022-10-04 20:48:19 - train: epoch 0036, iter [09700, 10009], lr: 0.012124, weight_decay: 0.000100, momentum_teacher: 0.997147, loss: 3.3904
2022-10-04 20:49:07 - train: epoch 0036, iter [09800, 10009], lr: 0.012122, weight_decay: 0.000100, momentum_teacher: 0.997147, loss: 3.4428
2022-10-04 20:49:54 - train: epoch 0036, iter [09900, 10009], lr: 0.012120, weight_decay: 0.000100, momentum_teacher: 0.997148, loss: 3.6125
2022-10-04 20:50:49 - train: epoch 0036, iter [10000, 10009], lr: 0.012118, weight_decay: 0.000100, momentum_teacher: 0.997148, loss: 3.4295
2022-10-04 20:50:55 - train: epoch 036, train_loss: 3.3695
2022-10-04 20:50:56 - until epoch: 036, best_loss: 3.3695
2022-10-04 20:50:56 - epoch 037 lr: 0.012118
2022-10-04 20:51:50 - train: epoch 0037, iter [00100, 10009], lr: 0.012116, weight_decay: 0.000100, momentum_teacher: 0.997149, loss: 3.2705
2022-10-04 20:52:44 - train: epoch 0037, iter [00200, 10009], lr: 0.012114, weight_decay: 0.000100, momentum_teacher: 0.997150, loss: 3.3411
2022-10-04 20:53:32 - train: epoch 0037, iter [00300, 10009], lr: 0.012111, weight_decay: 0.000100, momentum_teacher: 0.997150, loss: 3.3958
2022-10-04 20:54:19 - train: epoch 0037, iter [00400, 10009], lr: 0.012109, weight_decay: 0.000100, momentum_teacher: 0.997151, loss: 3.0292
2022-10-04 20:55:07 - train: epoch 0037, iter [00500, 10009], lr: 0.012107, weight_decay: 0.000100, momentum_teacher: 0.997151, loss: 3.4287
2022-10-04 20:56:00 - train: epoch 0037, iter [00600, 10009], lr: 0.012105, weight_decay: 0.000100, momentum_teacher: 0.997152, loss: 3.2037
2022-10-04 20:56:48 - train: epoch 0037, iter [00700, 10009], lr: 0.012103, weight_decay: 0.000100, momentum_teacher: 0.997152, loss: 3.3049
2022-10-04 20:57:36 - train: epoch 0037, iter [00800, 10009], lr: 0.012101, weight_decay: 0.000100, momentum_teacher: 0.997153, loss: 3.2265
2022-10-04 20:58:24 - train: epoch 0037, iter [00900, 10009], lr: 0.012099, weight_decay: 0.000100, momentum_teacher: 0.997154, loss: 3.3693
2022-10-04 20:59:11 - train: epoch 0037, iter [01000, 10009], lr: 0.012097, weight_decay: 0.000100, momentum_teacher: 0.997154, loss: 3.5470
2022-10-04 20:59:59 - train: epoch 0037, iter [01100, 10009], lr: 0.012095, weight_decay: 0.000100, momentum_teacher: 0.997155, loss: 3.3558
2022-10-04 21:00:54 - train: epoch 0037, iter [01200, 10009], lr: 0.012093, weight_decay: 0.000100, momentum_teacher: 0.997155, loss: 3.4946
2022-10-04 21:01:42 - train: epoch 0037, iter [01300, 10009], lr: 0.012091, weight_decay: 0.000100, momentum_teacher: 0.997156, loss: 3.2995
2022-10-04 21:02:29 - train: epoch 0037, iter [01400, 10009], lr: 0.012089, weight_decay: 0.000100, momentum_teacher: 0.997156, loss: 3.4520
2022-10-04 21:03:23 - train: epoch 0037, iter [01500, 10009], lr: 0.012087, weight_decay: 0.000100, momentum_teacher: 0.997157, loss: 3.3840
2022-10-04 21:04:17 - train: epoch 0037, iter [01600, 10009], lr: 0.012085, weight_decay: 0.000100, momentum_teacher: 0.997158, loss: 3.3715
2022-10-04 21:05:05 - train: epoch 0037, iter [01700, 10009], lr: 0.012083, weight_decay: 0.000100, momentum_teacher: 0.997158, loss: 3.1762
2022-10-04 21:05:52 - train: epoch 0037, iter [01800, 10009], lr: 0.012080, weight_decay: 0.000100, momentum_teacher: 0.997159, loss: 3.4627
2022-10-04 21:06:40 - train: epoch 0037, iter [01900, 10009], lr: 0.012078, weight_decay: 0.000100, momentum_teacher: 0.997159, loss: 3.3236
2022-10-04 21:07:28 - train: epoch 0037, iter [02000, 10009], lr: 0.012076, weight_decay: 0.000100, momentum_teacher: 0.997160, loss: 3.2543
