2022-03-15 17:49:34 - train: epoch 0095, iter [04900, 05004], lr: 0.000100, loss: 2.1825, tea_CELoss: 0.9019 stu_CELoss: 1.0522 DMLLoss: 0.2284 
2022-03-15 19:16:55 - train: epoch 0098, iter [04100, 05004], lr: 0.000100, loss: 2.6592, tea_CELoss: 1.1395 stu_CELoss: 1.2975 DMLLoss: 0.2222 
2022-03-15 19:17:29 - train: epoch 0098, iter [04200, 05004], lr: 0.000100, loss: 2.8685, tea_CELoss: 1.2250 stu_CELoss: 1.4268 DMLLoss: 0.2167 
2022-03-15 19:18:02 - train: epoch 0098, iter [04300, 05004], lr: 0.000100, loss: 2.3865, tea_CELoss: 0.9970 stu_CELoss: 1.1980 DMLLoss: 0.1915 
2022-03-15 19:18:36 - train: epoch 0098, iter [04400, 05004], lr: 0.000100, loss: 2.6761, tea_CELoss: 1.1424 stu_CELoss: 1.3164 DMLLoss: 0.2172 
2022-03-15 19:19:10 - train: epoch 0098, iter [04500, 05004], lr: 0.000100, loss: 2.8346, tea_CELoss: 1.2246 stu_CELoss: 1.3699 DMLLoss: 0.2401 
2022-03-15 19:19:43 - train: epoch 0098, iter [04600, 05004], lr: 0.000100, loss: 2.6358, tea_CELoss: 1.1181 stu_CELoss: 1.3137 DMLLoss: 0.2040 
2022-03-15 19:20:17 - train: epoch 0098, iter [04700, 05004], lr: 0.000100, loss: 2.9280, tea_CELoss: 1.2877 stu_CELoss: 1.4299 DMLLoss: 0.2104 
2022-03-15 19:20:50 - train: epoch 0098, iter [04800, 05004], lr: 0.000100, loss: 2.4738, tea_CELoss: 1.0344 stu_CELoss: 1.2284 DMLLoss: 0.2111 
2022-03-15 19:21:24 - train: epoch 0098, iter [04900, 05004], lr: 0.000100, loss: 2.5280, tea_CELoss: 1.0536 stu_CELoss: 1.2723 DMLLoss: 0.2021 
2022-03-15 19:21:56 - train: epoch 0098, iter [05000, 05004], lr: 0.000100, loss: 2.4620, tea_CELoss: 1.0393 stu_CELoss: 1.1878 DMLLoss: 0.2349 
2022-03-15 19:21:57 - train: epoch 098, train_loss: 2.5640
2022-03-15 19:24:27 - eval: epoch: 098, tea_acc1: 74.308%, tea_acc5: 91.932%, tea_test_loss: 1.0122, stu_acc1: 71.648%, stu_acc5: 90.426%, stu_test_loss: 1.1387
2022-03-15 19:24:28 - until epoch: 098, tea_best_acc1: 74.308%, stu_best_acc1: 71.678%
2022-03-15 19:24:28 - epoch 099 lr: 0.00010000000000000003
2022-03-15 19:25:06 - train: epoch 0099, iter [00100, 05004], lr: 0.000100, loss: 2.6022, tea_CELoss: 1.0785 stu_CELoss: 1.3092 DMLLoss: 0.2145 
2022-03-15 19:25:40 - train: epoch 0099, iter [00200, 05004], lr: 0.000100, loss: 2.3465, tea_CELoss: 0.9890 stu_CELoss: 1.1495 DMLLoss: 0.2079 
2022-03-15 19:26:13 - train: epoch 0099, iter [00300, 05004], lr: 0.000100, loss: 2.3042, tea_CELoss: 0.9541 stu_CELoss: 1.1551 DMLLoss: 0.1951 
2022-03-15 19:26:46 - train: epoch 0099, iter [00400, 05004], lr: 0.000100, loss: 2.6182, tea_CELoss: 1.1239 stu_CELoss: 1.3147 DMLLoss: 0.1796 
2022-03-15 19:27:20 - train: epoch 0099, iter [00500, 05004], lr: 0.000100, loss: 2.5565, tea_CELoss: 1.0483 stu_CELoss: 1.2976 DMLLoss: 0.2106 
2022-03-15 19:27:51 - train: epoch 0099, iter [00600, 05004], lr: 0.000100, loss: 2.6810, tea_CELoss: 1.1428 stu_CELoss: 1.3155 DMLLoss: 0.2227 
2022-03-15 19:28:25 - train: epoch 0099, iter [00700, 05004], lr: 0.000100, loss: 2.4521, tea_CELoss: 1.0882 stu_CELoss: 1.1745 DMLLoss: 0.1894 
2022-03-15 19:28:59 - train: epoch 0099, iter [00800, 05004], lr: 0.000100, loss: 2.4455, tea_CELoss: 0.9945 stu_CELoss: 1.2317 DMLLoss: 0.2193 
2022-03-15 19:29:33 - train: epoch 0099, iter [00900, 05004], lr: 0.000100, loss: 2.7568, tea_CELoss: 1.2125 stu_CELoss: 1.3483 DMLLoss: 0.1960 
2022-03-15 19:30:07 - train: epoch 0099, iter [01000, 05004], lr: 0.000100, loss: 2.3505, tea_CELoss: 0.9749 stu_CELoss: 1.1743 DMLLoss: 0.2013 
2022-03-15 19:30:41 - train: epoch 0099, iter [01100, 05004], lr: 0.000100, loss: 3.0282, tea_CELoss: 1.3130 stu_CELoss: 1.4940 DMLLoss: 0.2212 
2022-03-15 19:31:14 - train: epoch 0099, iter [01200, 05004], lr: 0.000100, loss: 2.4934, tea_CELoss: 1.0407 stu_CELoss: 1.2264 DMLLoss: 0.2263 
2022-03-15 19:31:47 - train: epoch 0099, iter [01300, 05004], lr: 0.000100, loss: 2.5303, tea_CELoss: 1.0644 stu_CELoss: 1.2503 DMLLoss: 0.2156 
2022-03-15 19:32:21 - train: epoch 0099, iter [01400, 05004], lr: 0.000100, loss: 2.6995, tea_CELoss: 1.1182 stu_CELoss: 1.3703 DMLLoss: 0.2110 
2022-03-15 19:32:54 - train: epoch 0099, iter [01500, 05004], lr: 0.000100, loss: 2.4543, tea_CELoss: 1.0488 stu_CELoss: 1.1819 DMLLoss: 0.2237 
2022-03-15 19:33:27 - train: epoch 0099, iter [01600, 05004], lr: 0.000100, loss: 2.5069, tea_CELoss: 1.0684 stu_CELoss: 1.2538 DMLLoss: 0.1847 
2022-03-15 19:34:00 - train: epoch 0099, iter [01700, 05004], lr: 0.000100, loss: 2.5518, tea_CELoss: 1.1039 stu_CELoss: 1.2686 DMLLoss: 0.1794 
2022-03-15 19:34:33 - train: epoch 0099, iter [01800, 05004], lr: 0.000100, loss: 2.6935, tea_CELoss: 1.1535 stu_CELoss: 1.3162 DMLLoss: 0.2238 
2022-03-15 19:35:06 - train: epoch 0099, iter [01900, 05004], lr: 0.000100, loss: 2.9417, tea_CELoss: 1.2480 stu_CELoss: 1.4514 DMLLoss: 0.2423 
2022-03-15 19:35:40 - train: epoch 0099, iter [02000, 05004], lr: 0.000100, loss: 2.4214, tea_CELoss: 1.0147 stu_CELoss: 1.2130 DMLLoss: 0.1936 
2022-03-15 19:36:13 - train: epoch 0099, iter [02100, 05004], lr: 0.000100, loss: 2.3571, tea_CELoss: 0.9951 stu_CELoss: 1.1745 DMLLoss: 0.1875 
2022-03-15 19:36:47 - train: epoch 0099, iter [02200, 05004], lr: 0.000100, loss: 2.3194, tea_CELoss: 1.0035 stu_CELoss: 1.1343 DMLLoss: 0.1816 
2022-03-15 19:37:20 - train: epoch 0099, iter [02300, 05004], lr: 0.000100, loss: 2.2514, tea_CELoss: 0.9478 stu_CELoss: 1.0965 DMLLoss: 0.2071 
2022-03-15 19:37:53 - train: epoch 0099, iter [02400, 05004], lr: 0.000100, loss: 3.0132, tea_CELoss: 1.2767 stu_CELoss: 1.4995 DMLLoss: 0.2370 
2022-03-15 19:38:26 - train: epoch 0099, iter [02500, 05004], lr: 0.000100, loss: 2.3077, tea_CELoss: 0.9279 stu_CELoss: 1.1674 DMLLoss: 0.2124 
2022-03-15 19:38:59 - train: epoch 0099, iter [02600, 05004], lr: 0.000100, loss: 2.3280, tea_CELoss: 1.0152 stu_CELoss: 1.1205 DMLLoss: 0.1922 
2022-03-15 19:39:32 - train: epoch 0099, iter [02700, 05004], lr: 0.000100, loss: 2.6858, tea_CELoss: 1.1224 stu_CELoss: 1.3251 DMLLoss: 0.2383 
2022-03-15 19:40:06 - train: epoch 0099, iter [02800, 05004], lr: 0.000100, loss: 2.1870, tea_CELoss: 0.9292 stu_CELoss: 1.0790 DMLLoss: 0.1788 
2022-03-15 19:40:38 - train: epoch 0099, iter [02900, 05004], lr: 0.000100, loss: 2.2868, tea_CELoss: 0.9676 stu_CELoss: 1.1009 DMLLoss: 0.2183 
2022-03-15 19:41:12 - train: epoch 0099, iter [03000, 05004], lr: 0.000100, loss: 2.7411, tea_CELoss: 1.1461 stu_CELoss: 1.3644 DMLLoss: 0.2307 
2022-03-15 19:41:45 - train: epoch 0099, iter [03100, 05004], lr: 0.000100, loss: 2.2727, tea_CELoss: 0.9460 stu_CELoss: 1.1377 DMLLoss: 0.1890 
2022-03-15 19:42:18 - train: epoch 0099, iter [03200, 05004], lr: 0.000100, loss: 2.5337, tea_CELoss: 1.0546 stu_CELoss: 1.2656 DMLLoss: 0.2136 
2022-03-15 19:42:50 - train: epoch 0099, iter [03300, 05004], lr: 0.000100, loss: 2.4484, tea_CELoss: 1.0582 stu_CELoss: 1.2101 DMLLoss: 0.1801 
2022-03-15 19:43:24 - train: epoch 0099, iter [03400, 05004], lr: 0.000100, loss: 2.5172, tea_CELoss: 1.0844 stu_CELoss: 1.2517 DMLLoss: 0.1811 
2022-03-15 19:43:57 - train: epoch 0099, iter [03500, 05004], lr: 0.000100, loss: 2.9049, tea_CELoss: 1.2625 stu_CELoss: 1.4235 DMLLoss: 0.2189 
2022-03-15 19:44:30 - train: epoch 0099, iter [03600, 05004], lr: 0.000100, loss: 2.4080, tea_CELoss: 1.0150 stu_CELoss: 1.1975 DMLLoss: 0.1955 
2022-03-15 19:45:03 - train: epoch 0099, iter [03700, 05004], lr: 0.000100, loss: 2.0027, tea_CELoss: 0.8473 stu_CELoss: 0.9593 DMLLoss: 0.1961 
2022-03-15 19:45:36 - train: epoch 0099, iter [03800, 05004], lr: 0.000100, loss: 2.6252, tea_CELoss: 1.1442 stu_CELoss: 1.3073 DMLLoss: 0.1736 
2022-03-15 19:46:08 - train: epoch 0099, iter [03900, 05004], lr: 0.000100, loss: 2.3919, tea_CELoss: 0.9841 stu_CELoss: 1.2191 DMLLoss: 0.1887 
2022-03-15 19:46:42 - train: epoch 0099, iter [04000, 05004], lr: 0.000100, loss: 2.6215, tea_CELoss: 1.1229 stu_CELoss: 1.2928 DMLLoss: 0.2057 
2022-03-15 19:47:14 - train: epoch 0099, iter [04100, 05004], lr: 0.000100, loss: 2.3206, tea_CELoss: 0.9621 stu_CELoss: 1.1337 DMLLoss: 0.2248 
2022-03-15 19:47:48 - train: epoch 0099, iter [04200, 05004], lr: 0.000100, loss: 2.7687, tea_CELoss: 1.2129 stu_CELoss: 1.3535 DMLLoss: 0.2022 
2022-03-15 19:48:22 - train: epoch 0099, iter [04300, 05004], lr: 0.000100, loss: 2.6249, tea_CELoss: 1.1443 stu_CELoss: 1.3019 DMLLoss: 0.1786 
2022-03-15 19:48:55 - train: epoch 0099, iter [04400, 05004], lr: 0.000100, loss: 2.4827, tea_CELoss: 1.0389 stu_CELoss: 1.2341 DMLLoss: 0.2097 
2022-03-15 19:49:27 - train: epoch 0099, iter [04500, 05004], lr: 0.000100, loss: 3.3136, tea_CELoss: 1.4109 stu_CELoss: 1.6778 DMLLoss: 0.2249 
2022-03-15 19:50:00 - train: epoch 0099, iter [04600, 05004], lr: 0.000100, loss: 2.6749, tea_CELoss: 1.1623 stu_CELoss: 1.3192 DMLLoss: 0.1934 
2022-03-15 19:50:33 - train: epoch 0099, iter [04700, 05004], lr: 0.000100, loss: 2.5488, tea_CELoss: 1.1065 stu_CELoss: 1.2574 DMLLoss: 0.1848 
2022-03-15 19:51:07 - train: epoch 0099, iter [04800, 05004], lr: 0.000100, loss: 2.5698, tea_CELoss: 1.0629 stu_CELoss: 1.2880 DMLLoss: 0.2189 
2022-03-15 19:51:39 - train: epoch 0099, iter [04900, 05004], lr: 0.000100, loss: 2.5393, tea_CELoss: 1.0795 stu_CELoss: 1.2780 DMLLoss: 0.1818 
2022-03-15 19:52:12 - train: epoch 0099, iter [05000, 05004], lr: 0.000100, loss: 2.7107, tea_CELoss: 1.1095 stu_CELoss: 1.3721 DMLLoss: 0.2291 
2022-03-15 19:52:13 - train: epoch 099, train_loss: 2.5547
2022-03-15 19:54:41 - eval: epoch: 099, tea_acc1: 74.294%, tea_acc5: 91.944%, tea_test_loss: 1.0112, stu_acc1: 71.640%, stu_acc5: 90.444%, stu_test_loss: 1.1377
2022-03-15 19:54:42 - until epoch: 099, tea_best_acc1: 74.308%, stu_best_acc1: 71.678%
2022-03-15 19:54:42 - epoch 100 lr: 0.00010000000000000003
2022-03-15 19:55:20 - train: epoch 0100, iter [00100, 05004], lr: 0.000100, loss: 2.7799, tea_CELoss: 1.1953 stu_CELoss: 1.3736 DMLLoss: 0.2110 
2022-03-15 19:55:54 - train: epoch 0100, iter [00200, 05004], lr: 0.000100, loss: 2.6561, tea_CELoss: 1.1359 stu_CELoss: 1.3122 DMLLoss: 0.2080 
2022-03-15 19:56:28 - train: epoch 0100, iter [00300, 05004], lr: 0.000100, loss: 2.6373, tea_CELoss: 1.1151 stu_CELoss: 1.3088 DMLLoss: 0.2134 
2022-03-15 19:57:01 - train: epoch 0100, iter [00400, 05004], lr: 0.000100, loss: 2.3466, tea_CELoss: 1.0097 stu_CELoss: 1.1458 DMLLoss: 0.1912 
2022-03-15 19:57:34 - train: epoch 0100, iter [00500, 05004], lr: 0.000100, loss: 2.3794, tea_CELoss: 0.9787 stu_CELoss: 1.1952 DMLLoss: 0.2055 
2022-03-15 19:58:08 - train: epoch 0100, iter [00600, 05004], lr: 0.000100, loss: 2.4142, tea_CELoss: 1.0424 stu_CELoss: 1.1916 DMLLoss: 0.1802 
2022-03-15 19:58:42 - train: epoch 0100, iter [00700, 05004], lr: 0.000100, loss: 2.3585, tea_CELoss: 0.9991 stu_CELoss: 1.1768 DMLLoss: 0.1827 
2022-03-15 19:59:14 - train: epoch 0100, iter [00800, 05004], lr: 0.000100, loss: 2.3833, tea_CELoss: 1.0188 stu_CELoss: 1.1621 DMLLoss: 0.2024 
2022-03-15 19:59:47 - train: epoch 0100, iter [00900, 05004], lr: 0.000100, loss: 2.5479, tea_CELoss: 1.0697 stu_CELoss: 1.2516 DMLLoss: 0.2265 
2022-03-15 20:00:21 - train: epoch 0100, iter [01000, 05004], lr: 0.000100, loss: 2.5626, tea_CELoss: 1.0704 stu_CELoss: 1.2697 DMLLoss: 0.2225 
2022-03-15 20:00:55 - train: epoch 0100, iter [01100, 05004], lr: 0.000100, loss: 1.8483, tea_CELoss: 0.7623 stu_CELoss: 0.9014 DMLLoss: 0.1847 
2022-03-15 20:01:28 - train: epoch 0100, iter [01200, 05004], lr: 0.000100, loss: 2.6173, tea_CELoss: 1.0927 stu_CELoss: 1.3213 DMLLoss: 0.2033 
2022-03-15 20:02:00 - train: epoch 0100, iter [01300, 05004], lr: 0.000100, loss: 2.4855, tea_CELoss: 1.0468 stu_CELoss: 1.2426 DMLLoss: 0.1962 
2022-03-15 20:02:34 - train: epoch 0100, iter [01400, 05004], lr: 0.000100, loss: 2.6352, tea_CELoss: 1.0997 stu_CELoss: 1.3129 DMLLoss: 0.2226 
2022-03-15 20:03:08 - train: epoch 0100, iter [01500, 05004], lr: 0.000100, loss: 2.7323, tea_CELoss: 1.1530 stu_CELoss: 1.3449 DMLLoss: 0.2345 
2022-03-15 20:03:41 - train: epoch 0100, iter [01600, 05004], lr: 0.000100, loss: 2.6973, tea_CELoss: 1.1454 stu_CELoss: 1.3219 DMLLoss: 0.2301 
2022-03-15 20:04:14 - train: epoch 0100, iter [01700, 05004], lr: 0.000100, loss: 2.3852, tea_CELoss: 1.0263 stu_CELoss: 1.1633 DMLLoss: 0.1956 
2022-03-15 20:04:47 - train: epoch 0100, iter [01800, 05004], lr: 0.000100, loss: 2.6026, tea_CELoss: 1.0879 stu_CELoss: 1.2724 DMLLoss: 0.2424 
2022-03-15 20:05:21 - train: epoch 0100, iter [01900, 05004], lr: 0.000100, loss: 2.4728, tea_CELoss: 1.0046 stu_CELoss: 1.2472 DMLLoss: 0.2210 
2022-03-15 20:05:54 - train: epoch 0100, iter [02000, 05004], lr: 0.000100, loss: 2.7392, tea_CELoss: 1.1576 stu_CELoss: 1.3608 DMLLoss: 0.2208 
2022-03-15 20:06:27 - train: epoch 0100, iter [02100, 05004], lr: 0.000100, loss: 2.3011, tea_CELoss: 0.9684 stu_CELoss: 1.1423 DMLLoss: 0.1904 
2022-03-15 20:07:01 - train: epoch 0100, iter [02200, 05004], lr: 0.000100, loss: 2.7446, tea_CELoss: 1.1624 stu_CELoss: 1.3770 DMLLoss: 0.2052 
2022-03-15 20:07:35 - train: epoch 0100, iter [02300, 05004], lr: 0.000100, loss: 2.3944, tea_CELoss: 1.0202 stu_CELoss: 1.1940 DMLLoss: 0.1802 
2022-03-15 20:08:09 - train: epoch 0100, iter [02400, 05004], lr: 0.000100, loss: 2.6774, tea_CELoss: 1.1496 stu_CELoss: 1.3161 DMLLoss: 0.2117 
2022-03-15 20:08:42 - train: epoch 0100, iter [02500, 05004], lr: 0.000100, loss: 2.7330, tea_CELoss: 1.2018 stu_CELoss: 1.3288 DMLLoss: 0.2023 
2022-03-15 20:09:15 - train: epoch 0100, iter [02600, 05004], lr: 0.000100, loss: 2.6345, tea_CELoss: 1.1286 stu_CELoss: 1.3172 DMLLoss: 0.1886 
2022-03-15 20:09:47 - train: epoch 0100, iter [02700, 05004], lr: 0.000100, loss: 2.6058, tea_CELoss: 1.0751 stu_CELoss: 1.3113 DMLLoss: 0.2195 
2022-03-15 20:10:21 - train: epoch 0100, iter [02800, 05004], lr: 0.000100, loss: 2.4621, tea_CELoss: 1.0405 stu_CELoss: 1.2058 DMLLoss: 0.2158 
2022-03-15 20:10:54 - train: epoch 0100, iter [02900, 05004], lr: 0.000100, loss: 2.5411, tea_CELoss: 1.0677 stu_CELoss: 1.2635 DMLLoss: 0.2099 
2022-03-15 20:11:27 - train: epoch 0100, iter [03000, 05004], lr: 0.000100, loss: 2.5517, tea_CELoss: 1.0778 stu_CELoss: 1.2749 DMLLoss: 0.1990 
2022-03-15 20:12:00 - train: epoch 0100, iter [03100, 05004], lr: 0.000100, loss: 2.4352, tea_CELoss: 1.0302 stu_CELoss: 1.1976 DMLLoss: 0.2074 
2022-03-15 20:12:33 - train: epoch 0100, iter [03200, 05004], lr: 0.000100, loss: 2.5295, tea_CELoss: 1.0400 stu_CELoss: 1.2565 DMLLoss: 0.2330 
2022-03-15 20:13:07 - train: epoch 0100, iter [03300, 05004], lr: 0.000100, loss: 2.4721, tea_CELoss: 1.0824 stu_CELoss: 1.2044 DMLLoss: 0.1853 
2022-03-15 20:13:41 - train: epoch 0100, iter [03400, 05004], lr: 0.000100, loss: 2.4630, tea_CELoss: 1.0169 stu_CELoss: 1.2360 DMLLoss: 0.2100 
2022-03-15 20:14:13 - train: epoch 0100, iter [03500, 05004], lr: 0.000100, loss: 2.5535, tea_CELoss: 1.1382 stu_CELoss: 1.2167 DMLLoss: 0.1985 
2022-03-15 20:14:47 - train: epoch 0100, iter [03600, 05004], lr: 0.000100, loss: 2.5247, tea_CELoss: 1.0886 stu_CELoss: 1.2281 DMLLoss: 0.2080 
2022-03-15 20:15:20 - train: epoch 0100, iter [03700, 05004], lr: 0.000100, loss: 2.4219, tea_CELoss: 1.0337 stu_CELoss: 1.1939 DMLLoss: 0.1942 
2022-03-15 20:15:53 - train: epoch 0100, iter [03800, 05004], lr: 0.000100, loss: 2.4238, tea_CELoss: 1.0338 stu_CELoss: 1.2112 DMLLoss: 0.1788 
2022-03-15 20:16:26 - train: epoch 0100, iter [03900, 05004], lr: 0.000100, loss: 2.5082, tea_CELoss: 1.0847 stu_CELoss: 1.2277 DMLLoss: 0.1958 
2022-03-15 20:17:00 - train: epoch 0100, iter [04000, 05004], lr: 0.000100, loss: 2.4905, tea_CELoss: 1.0658 stu_CELoss: 1.2214 DMLLoss: 0.2033 
2022-03-15 20:17:32 - train: epoch 0100, iter [04100, 05004], lr: 0.000100, loss: 2.6662, tea_CELoss: 1.1236 stu_CELoss: 1.3289 DMLLoss: 0.2136 
2022-03-15 20:18:06 - train: epoch 0100, iter [04200, 05004], lr: 0.000100, loss: 2.7904, tea_CELoss: 1.1813 stu_CELoss: 1.3927 DMLLoss: 0.2163 
2022-03-15 20:18:39 - train: epoch 0100, iter [04300, 05004], lr: 0.000100, loss: 2.4368, tea_CELoss: 1.0106 stu_CELoss: 1.1846 DMLLoss: 0.2417 
2022-03-15 20:19:12 - train: epoch 0100, iter [04400, 05004], lr: 0.000100, loss: 2.5684, tea_CELoss: 1.0898 stu_CELoss: 1.2568 DMLLoss: 0.2218 
2022-03-15 20:19:46 - train: epoch 0100, iter [04500, 05004], lr: 0.000100, loss: 2.6142, tea_CELoss: 1.1389 stu_CELoss: 1.2607 DMLLoss: 0.2146 
2022-03-15 20:20:19 - train: epoch 0100, iter [04600, 05004], lr: 0.000100, loss: 2.4252, tea_CELoss: 1.0342 stu_CELoss: 1.1980 DMLLoss: 0.1931 
2022-03-15 20:20:52 - train: epoch 0100, iter [04700, 05004], lr: 0.000100, loss: 2.5296, tea_CELoss: 1.0193 stu_CELoss: 1.2683 DMLLoss: 0.2420 
2022-03-15 20:21:25 - train: epoch 0100, iter [04800, 05004], lr: 0.000100, loss: 2.4547, tea_CELoss: 1.0593 stu_CELoss: 1.1967 DMLLoss: 0.1986 
2022-03-15 20:21:59 - train: epoch 0100, iter [04900, 05004], lr: 0.000100, loss: 2.5129, tea_CELoss: 1.0828 stu_CELoss: 1.2448 DMLLoss: 0.1853 
2022-03-15 20:22:30 - train: epoch 0100, iter [05000, 05004], lr: 0.000100, loss: 2.9584, tea_CELoss: 1.2643 stu_CELoss: 1.4842 DMLLoss: 0.2099 
2022-03-15 20:22:31 - train: epoch 100, train_loss: 2.5481
2022-03-15 20:25:00 - eval: epoch: 100, tea_acc1: 74.318%, tea_acc5: 91.942%, tea_test_loss: 1.0108, stu_acc1: 71.594%, stu_acc5: 90.440%, stu_test_loss: 1.1372
2022-03-15 20:25:01 - until epoch: 100, tea_best_acc1: 74.318%, stu_best_acc1: 71.678%
2022-03-15 20:25:01 - train done. train time: 50.572 hours, tea_best_acc1: 74.318%, stu_best_acc1: 71.678%
